rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
1612,0.5527510956165862,0.48671141479668456,0.5549195529027351,0.13586875907848084,4995.742268184383,used_blend,,560,0.40364834804821015,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
