room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3660350249083033,0.3660350249083033,22877.189056768955,22877.189056768955,62500.0,39622.810943231045
2+0,1,0.3300516186641507,0.3300516186641507,10932.959868249993,10932.959868249993,33125.0,44057.95986824999
6+3,1,0.2397459010184945,0.2397459010184945,6175.274225155954,6175.274225155954,25757.58,31932.854225155956
5+2,7,0.22699637925133073,0.20366519749520637,6228.927695330299,6165.64613645928,30521.02142857143,32757.23656727102
3+0,2,0.22392318687055257,0.22392318687055257,6982.354756459288,6982.354756459288,32567.31,32109.229814819057
4.5+1,11,0.22031277181504605,0.17886896282839249,7531.623319637104,6251.960016991678,37813.62454545454,38653.39115625906
4+2,23,0.21681916229117318,0.18139409742736962,6117.878574177733,6379.742732332452,31348.985217391306,33452.5890947403
3.5+1,15,0.21674771775068777,0.18067046293720837,8627.528294721242,5707.002773321641,40512.062666666665,37563.231016391284
3+2,11,0.17096661860732898,0.17634833108316436,5119.687012970109,5783.968472056706,31216.80818181818,32410.63174402
6+1,10,0.16479518694507211,0.155544742362558,6351.086914639925,5067.229830795082,37903.004,37904.215896623755
5+1,56,0.15777222164037283,0.15782192096566583,5748.532614633209,5346.218913841578,35885.91071428572,35767.067015167886
2.5+1,13,0.1568041461960982,0.1616642699900705,6131.116030856076,5807.731861922744,39644.58384615385,40183.101129502305
6+2,2,0.15119972908889484,0.15119972908889484,5233.836078309148,5233.836078309148,34615.38,37505.93616739163
4+1,588,0.1380689121117854,0.1066798245648172,4992.87431309347,3649.9143693852584,36239.4018707483,35894.62169787623
2+2,4,0.1298712994216305,0.1347266410033548,5527.270954731444,4257.316716022084,42830.542499999996,40157.88526052424
3+1,3028,0.12138173814435178,0.09590532575549632,4417.840086090041,3365.5761958303774,36975.068873844124,36547.652743732346
1+1,417,0.11464517456502567,0.09529762735056563,5402.014605809421,4363.063322341986,46893.92798561151,46445.01832063281
2+1,2452,0.10474090513008616,0.0807288011051406,3969.147816172554,2994.7830646247057,38679.249004893965,38341.16644282211
Stüdyo (1+0),14,0.08697725807062465,0.054025524457644705,5892.824390762155,3407.8690713665565,63090.70428571429,59278.28814826097
7+1,1,0.0776881902440723,0.0776881902440723,2411.5711644537114,2411.5711644537114,31041.67,28630.098835546287
1.5+1,7,0.07509578043375274,0.05278482294368713,3256.059054940416,2474.288575485334,44694.17142857143,44646.293409946826
5.5+1,3,0.06261002534153372,0.08049721297400161,2067.6085894059383,2771.348049249733,31615.309999999998,31835.35322323945
