site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.1979056455944961,0.1979056455944961,4751.155290257002,4751.155290257002,28120.75,32871.905290257004
,18,0.1275619561325868,0.1211817690315109,5446.550046952633,4825.723459776913,42992.14388888889,41412.13294799696
Hayır,4251,0.11998248743723386,0.09317106945144353,4247.323197017336,3233.286245661133,36178.76334274288,35920.27402122716
Evet,2396,0.11330962794026334,0.08801027099214398,4696.814179573174,3490.7403586694927,41733.863626878134,41141.26404394285
