district,n,mape,mae
Yalakdere Mh.,1,0.29414071536415926,16445.139727959162
Avcıköy Mh.,1,0.28152861516789385,14389.240017993892
Tepeköy Mh.,5,0.2266127314462787,9009.050531597575
Dereköy Mh.,12,0.21898442592799824,6113.855664257567
4 Temmuz Mah.,166,0.15948170576692594,5581.173038193896
Kayacık Mh.,113,0.15649160597177939,6896.658620859084
Ereğli Mh.,30,0.1174423860334968,5677.241920818196
