county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,Gündoğdu Mh.,new_vs_old,29610.796544809156,41873.723147873636,12262.92660306448,0.4141370052138702,a > b,True
İzmit,Gündoğdu Mh.,elevator,38131.179155209255,39884.735253071776,1753.5560978625217,0.04598746056933729,a > b,True
İzmit,Gündoğdu Mh.,site_inside,38131.179155209255,38767.273174667534,636.09401945828,0.016681729585888785,a >= b,True
İzmit,Gündoğdu Mh.,parking,38131.179155209255,38529.29537075797,398.1162155487182,0.010440700349921644,a > b,True
İzmit,Gündoğdu Mh.,heating,38431.04363832192,38589.08357091873,158.0399325968101,0.004112298746922889,a > b,True
İzmit,Gündoğdu Mh.,floor,37000.375670201756,38131.179155209255,1130.8034850074982,0.03056194604851514,a > b,True
İzmit,Gündoğdu Mh.,net_gross,38009.22496405618,38146.202624458514,136.97766040233546,0.003603800407187198,a > b,True
İzmit,Gündoğdu Mh.,total_quality,29014.27389423576,45027.37127471527,16013.097380479507,0.5519041227380436,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,30980.863024874834,40541.802272170855,9560.93924729602,0.30860790545503686,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,35734.891840832126,37950.431938350324,2215.5400975181983,0.061999350869354895,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,35734.891840832126,37183.556555928226,1448.6647150960998,0.040539222045183225,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,35734.891840832126,36302.03784789347,567.1460070613466,0.01587093112209459,a > b,True
Başiskele,Yeşilyurt Mh.,heating,35698.502021484426,36206.24096861899,507.73894713456684,0.014222976270236616,a > b,True
Başiskele,Yeşilyurt Mh.,floor,34385.012463448176,35734.891840832126,1349.8793773839498,0.039257783571225786,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,35651.2597851556,35721.90693617457,70.64715101897309,0.001981617240027771,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,30853.14194384533,44889.03810164449,14035.896157799158,0.4549259904662344,a > b,True
Gölcük,Topçular Mh.,new_vs_old,27260.905282307278,39952.047224774695,12691.141942467417,0.46554367182751455,a > b,True
Gölcük,Topçular Mh.,elevator,35537.27294823916,37378.826500940784,1841.5535527016254,0.05182033960185661,a > b,True
Gölcük,Topçular Mh.,site_inside,35537.27294823916,36088.25717331382,550.9842250746588,0.01550440366871087,a >= b,True
Gölcük,Topçular Mh.,parking,35537.27294823916,36155.7239163544,618.4509681152413,0.01740288201112193,a > b,True
Gölcük,Topçular Mh.,heating,34778.910064308555,36003.25163470711,1224.341570398552,0.035203563542809756,a > b,True
Gölcük,Topçular Mh.,floor,34553.66952732431,35537.27294823916,983.6034209148493,0.028465961339852387,a > b,True
Gölcük,Topçular Mh.,net_gross,35430.33249188367,35530.85422383199,100.52173194831994,0.0028371659219214866,a > b,True
Gölcük,Topçular Mh.,total_quality,25887.30794811359,42790.95147506044,16903.643526946853,0.6529703111975621,a > b,True
Karamürsel,4 Temmuz Mah.,new_vs_old,25184.831874718424,38267.983585628295,13083.151710909871,0.519485370241573,a > b,True
Karamürsel,4 Temmuz Mah.,elevator,33499.73626043124,35607.474283504365,2107.7380230731287,0.06291804827021036,a > b,True
Karamürsel,4 Temmuz Mah.,site_inside,33499.73626043124,33382.749784943546,-116.98647548769077,-0.0034921610898134524,a >= b,False
Karamürsel,4 Temmuz Mah.,parking,33499.73626043124,33852.99831161178,353.2620511805435,0.010545218876776794,a > b,True
Karamürsel,4 Temmuz Mah.,heating,33292.185813680466,33946.485531907674,654.2997182272084,0.0196532520240333,a > b,True
Karamürsel,4 Temmuz Mah.,floor,32787.34702766359,33499.73626043124,712.389232767644,0.021727565580910876,a > b,True
Karamürsel,4 Temmuz Mah.,net_gross,33405.5428424588,33499.83168324763,94.28884078882402,0.0028225507734896587,a > b,True
Karamürsel,4 Temmuz Mah.,total_quality,25413.749050129685,40117.36418546587,14703.615135336186,0.5785693053918447,a > b,True
