m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,331,0.16962826863328598,0.13028970273470186,6172.949000470013,4612.434268331446,37229.90069486405,37208.78001516309
151-200,1185,0.12527619921595026,0.1023365985695184,4621.6430395171865,3514.971247906582,36904.79526582279,36581.76911813279
126-150,1642,0.11667302730790934,0.09180232504613418,4180.5494804709215,3171.8532116661227,36621.415237515226,36329.59194259854
0-75,420,0.1161613010984739,0.09796776051658859,5586.091858569793,4632.76053883004,47924.90740476191,46877.85915481075
101-125,1675,0.11411360115408271,0.08897835473095804,4120.520377727685,3123.7096014570125,37181.69686567164,36841.268485561166
76-100,1414,0.1047545664211982,0.07943346928016896,4090.5886244652083,3119.198952329085,39621.57963932108,39155.72673202234
