site_project_id,n,mean_actual,mean_pred,mean_residual
natura_life_yuvacik,1,63186.81,41491.140321308354,-21695.669678691644
temizel_tepe_loft,1,52777.78,33262.280628306595,-19515.499371693404
yuvacik_pasadagi_mh,1,57241.38,38477.275725442465,-18764.104274557532
merkezde_essiz_bir,1,56666.67,38376.77307746518,-18289.89692253482
ustgrup_lifeside,1,64685.31,46591.59725138775,-18093.712748612248
yuvacikta,1,57500.0,42193.92073059795,-15306.07926940205
ara,1,55312.5,41023.97362165343,-14288.52637834657
erenoglu_gm_den,1,60185.19,46700.8436125952,-13484.346387404803
bulvar,2,51688.655,39529.34940411247,-12159.305595887527
kolayli,1,50000.0,38354.36984708083,-11645.63015291917
panoramakent_3,2,58273.81,48056.109127677235,-10217.70087232276
panoramakent_2,2,57160.0,47886.422229833726,-9273.577770166274
anatolia,1,45112.78,35898.17103168444,-9214.608968315559
yuvacik_eksioglu_metsan,1,54597.7,45383.677461843625,-9214.022538156372
orka_life,3,56599.920000000006,47479.13209221712,-9120.787907782882
yagmurkent,1,57692.31,48672.44316120362,-9019.866838796377
kolayli_karsiyaka,1,42424.24,33549.176771973565,-8875.063228026433
royal_life,2,54451.415,45724.64068452866,-8726.774315471339
zeray_korupark,5,53095.166000000005,45830.689704082215,-7264.476295917787
yesilyurt_mah_durupark,1,48058.25,41089.91099683508,-6968.339003164918
pasadag_mh_de_konsept_talha_park,1,41807.91,35066.427843324476,-6741.482156675527
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,38069.2980293383,-6216.411970661698
vadi,1,41842.11,35817.708731467894,-6024.401268532107
parla_100_yil,3,49074.073333333334,43144.54134277639,-5929.531990556941
zeray_perla,8,55492.5925,49722.06618658414,-5770.526313415865
ust_park_yuvacik,1,36750.0,31167.79303128536,-5582.2069687146395
oluklu_life,2,38349.36,32841.62783606016,-5507.732163939847
altinkent_kalici_konutlari_7_ada,1,34782.61,29468.424640847436,-5314.185359152565
asrin,1,37666.67,32386.889520693476,-5279.7804793065225
basiskele_de_asev_muhit,1,53333.33,48238.83117539206,-5094.498824607945
oksijen_konaklari,1,41818.18,37047.489250565195,-4770.690749434805
zeray_kent,1,47368.42,42629.37711729745,-4739.042882702546
armoni_2,1,49583.33,45473.228475166834,-4110.101524833168
