basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
944,0.5179270868120304,0.017582352522975044,0.3019067796610169,0.4544491525423729,0.2044491525423729,0.6080508474576272,premium_target_stats,disabled
