segment,rows,status,status_note,blend_weight,base_r2,base_log_r2,base_mape,base_mae_tl_per_m2,segment_r2,segment_log_r2,segment_mape,segment_mae_tl_per_m2,best_blended_r2,best_blended_log_r2,best_blended_mape,best_blended_mae_tl_per_m2,blend_candidates,weights
large_home,216,used_blend,,0.35,0.290250260199998,0.284326542389464,0.12695743931449174,4835.709955515978,0.18605107146059763,0.18725470574353575,0.13512704841008796,5194.696626967958,0.3037114857206723,0.30305002800030956,0.12420527068171466,4749.760910966103,"[{""blend_weight"": 0.15, ""r2"": 0.3026036568402164, ""log_r2"": 0.29902447053675396, ""mape"": 0.1252579670505212, ""mae_tl_per_m2"": 4780.368737898084}, {""blend_weight"": 0.25, ""r2"": 0.3053523379432781, ""log_r2"": 0.3032650894875213, ""mape"": 0.12445808827503083, ""mae_tl_per_m2"": 4754.922105798354}, {""blend_weight"": 0.35, ""r2"": 0.3037114857206723, ""log_r2"": 0.30305002800030956, ""mape"": 0.12420527068171466, ""mae_tl_per_m2"": 4749.760910966103}, {""blend_weight"": 0.5, ""r2"": 0.2930198324011378, ""log_r2"": 0.29427151465470724, ""mape"": 0.12517420359722964, ""mae_tl_per_m2"": 4793.344002205342}, {""blend_weight"": 0.65, ""r2"": 0.2724517290988522, ""log_r2"": 0.27509625404509563, ""mape"": 0.12739461058037266, ""mae_tl_per_m2"": 4882.875166545367}, {""blend_weight"": 0.8, ""r2"": 0.24200717581381526, ""log_r2"": 0.24510449191108474, ""mape"": 0.1302869717771138, ""mae_tl_per_m2"": 5000.2246846283015}, {""blend_weight"": 1.0, ""r2"": 0.18605107146059763, ""log_r2"": 0.18725470574353575, ""mape"": 0.13512704841008796, ""mae_tl_per_m2"": 5194.696626967958}]","{""extra_trees"": 0.5079793696673028, ""random_forest"": 0.4920206303326971}"
compact_home,108,skipped_too_few_rows,,,,,,,,,,,,,,,,
old_building,25,skipped_too_few_rows,,,,,,,,,,,,,,,,
mainstream_home,595,used_blend,,0.5,0.39986856888228195,0.4074991123857623,0.103730772808115,4298.868358656726,0.39694448692016926,0.4129190188425289,0.10431783931812456,4323.199669316771,0.4265138791510348,0.44031387591714843,0.10137819476431288,4207.909388910096,"[{""blend_weight"": 0.15, ""r2"": 0.41376470572536783, ""log_r2"": 0.42378157905651426, ""mape"": 0.10250216934256454, ""mae_tl_per_m2"": 4251.648843251353}, {""blend_weight"": 0.25, ""r2"": 0.4202180618291107, ""log_r2"": 0.43154715387507214, ""mape"": 0.10181721660000924, ""mae_tl_per_m2"": 4225.487462162505}, {""blend_weight"": 0.35, ""r2"": 0.42442282983286894, ""log_r2"": 0.4368694291032508, ""mape"": 0.10147693711378769, ""mae_tl_per_m2"": 4211.783348027326}, {""blend_weight"": 0.5, ""r2"": 0.4265138791510348, ""log_r2"": 0.44031387591714843, ""mape"": 0.10137819476431288, ""mae_tl_per_m2"": 4207.909388910096}, {""blend_weight"": 0.65, ""r2"": 0.4235456052442351, ""log_r2"": 0.4383552873264921, ""mape"": 0.10169254868109211, ""mae_tl_per_m2"": 4220.5190086082375}, {""blend_weight"": 0.8, ""r2"": 0.41551800811246975, ""log_r2"": 0.43102571827345104, ""mape"": 0.10243381744594802, ""mae_tl_per_m2"": 4249.113700651257}, {""blend_weight"": 1.0, ""r2"": 0.39694448692016926, ""log_r2"": 0.4129190188425289, ""mape"": 0.10431783931812456, ""mae_tl_per_m2"": 4323.199669316771}]","{""extra_trees"": 0.5023580517052252, ""gradient_boosting"": 0.4976419482947749}"
