site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.4615813923373777,0.4615813923373777,11044.982657242406,11044.982657242406,23928.57,34973.552657242406
Evet,393,0.11759683215647151,0.09910544483589848,4887.281752666604,4120.196174524463,41961.07297709923,41382.33601284736
Hayır,547,0.10142928029129063,0.08133413687810254,4085.9495413761265,3223.6897472156634,39740.72252285192,39334.30164105203
,3,0.04049415832941523,0.041197728587615126,1734.3582331438326,2059.8864293807565,44908.426666666666,43362.726684360554
