county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5328565213825691,0.5504705899581541,0.10333414412194927,0.08341336644860675,4074.6003963366065,3157.2437584058607
Başiskele,1753,0.5024662039850105,0.5084033036839097,0.10394997660316582,0.08241576342169282,4056.5787341409737,3128.8521618493105
Gölcük,1182,0.6623469554122414,0.6758092597365155,0.11912045036164165,0.0923461945482032,3850.438005901524,2954.8418827821406
İzmit,2397,0.6635081270412193,0.6736413385392304,0.13275109155438589,0.10376288459045431,5087.573948519768,3898.0302946778975
Karamürsel,328,0.577907272465622,0.615629655940023,0.16009562203006228,0.12057215630856208,6193.670799186909,4873.483664977586
