county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.16009562203006228,0.12057215630856208,6193.670799186908,4873.483664977586,40032.10551829268,39146.67877829458
İzmit,2397,0.13275109155438589,0.10376288459045431,5087.573948519769,3898.0302946778975,39595.93858156029,39234.94969505597
Gölcük,1182,0.11912045036164162,0.0923461945482032,3850.438005901524,2954.8418827821406,32959.62334179357,32443.414798709895
Başiskele,1753,0.10394997660316582,0.08241576342169282,4056.5787341409737,3128.8521618493105,38990.633354249854,38661.097455424184
Kartepe,1007,0.10333414412194926,0.08341336644860675,4074.6003963366065,3157.2437584058607,38996.53412115193,38725.53281779149
