rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
6667,0.6125520104357336,0.6328322303757069,0.12397863221487004,0.09693824632333785,4669.906663542035,3534.6602572686315,extra_trees
6667,0.612649712260144,0.6319423332573324,0.1250378129946273,0.0993209722729107,4707.78672029482,3647.3327962101685,ridge
6667,0.596719839507289,0.617930875879695,0.12781928112594185,0.10110619630162997,4811.887573715229,3678.428855192833,gradient_boosting
6667,0.5908440524207224,0.6117269996983206,0.12786387242038794,0.098814530920131,4810.090601670314,3592.1043931464737,random_forest
