district,n,mape,mae
Dereköy Mh.,12,0.24729169808290588,6922.376070009661
Yalakdere Mh.,1,0.23832329566568966,13324.438586469652
Tepeköy Mh.,5,0.18903836566970206,7539.278415385874
Kayacık Mh.,113,0.15988494719499693,7025.143233857364
4 Temmuz Mah.,166,0.15957838690444762,5553.193659980222
Avcıköy Mh.,1,0.15842311624294364,8097.18132083588
Ereğli Mh.,30,0.12149713831451515,5788.87214421187
