heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.27592401788010223,0.27592401788010223,7434.215834536737,7434.215834536737,31222.53,34566.47171697147
Yok,7,0.24801405474051572,0.2983275273358263,9921.384648834786,10255.00875216903,38691.852857142854,35612.32771836006
Kombi (Doğalgaz),411,0.11386904115822356,0.09391711197650002,4541.835119642828,3674.359755324658,39626.50433090024,39486.11717615185
Yerden Isıtma,479,0.10589645436110245,0.08531653684123881,4534.59939203784,3439.455922331552,42124.539373695196,41377.964335662815
Kat Kaloriferi,3,0.10022342022381374,0.08053108670023063,4399.781178575259,3414.5180760897783,42044.49,38224.78316719286
Merkezi,2,0.08394598165017106,0.08394598165017106,2853.9177921401642,2853.9177921401642,36354.165,39208.082792140165
Merkezi (Pay Ölçer),10,0.07735878949628493,0.04957953176919027,3116.0275882812903,2007.2368905927433,40760.307,41754.023499972885
,3,0.07674049907089586,0.08477222758466553,3289.634571019793,4238.611379233276,44908.426666666666,41700.38168960531
Kombi (Elektrik),2,0.06717390464092458,0.06717390464092458,2285.8818489693112,2285.8818489693112,33321.479999999996,35163.291240231425
