county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,919,0.4640056082367585,0.47375443641169,0.11035826267613813,0.08836859609233962,4556.685081157848,3526.7469395898806
