room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.35072863290085576,0.35072863290085576,18510.678626942128,18510.678626942128,52777.78,34267.10137305787
4.5+1,2,0.30815115212421285,0.30815115212421285,10771.246208397484,10771.246208397484,34219.0,44990.24620839748
3.5+1,2,0.17175529835073788,0.17175529835073788,11241.939533910441,11241.939533910441,61497.96,50256.020466089554
5+1,6,0.1629085628207068,0.15507244451011384,6595.7696001162885,5405.3205911139485,36316.30333333334,35194.39365604795
4+1,80,0.13591420967826476,0.10893862319551614,5392.548673249262,3877.982723576304,38162.069875,36982.15972634287
1+1,40,0.12993831509832293,0.1275661698708577,6770.616044365485,6149.025819667531,49987.860499999995,47311.14996770349
3+1,400,0.11723888077022433,0.09316848682651974,4589.751045164811,3596.2123475028275,39217.910575,39118.5115485194
2+1,384,0.09366790793102987,0.07584253856593262,4008.852678517822,3286.9233037056874,42310.314427083336,41889.58000301303
2+2,1,0.08053108670023063,0.08053108670023063,3414.5180760897783,3414.5180760897783,42400.0,38985.48192391022
3+2,1,0.056387865491033674,0.056387865491033674,2045.053114361268,2045.053114361268,36267.61,34222.55688563873
2.5+1,1,0.05120207707235606,0.05120207707235606,2201.6893141113105,2201.6893141113105,43000.0,45201.68931411131
4+2,1,0.008431127533021835,0.008431127533021835,292.27911591518205,292.27911591518205,34666.67,34958.94911591518
