floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.1423428466890783,0.1363098548186143,6027.053242537077,5478.855139931977,41418.09552238806,39414.09652313678
En Üst Kat,163,0.12159603808002978,0.08559652413180796,4767.596466755844,3294.7659491968952,38676.08797546012,38184.060287613516
Çatı,31,0.11133511052692815,0.1055919973217483,4404.633811553467,3749.251323282795,38903.83903225807,37883.87994208661
Ara Kat,517,0.10652012303574526,0.09011296141276368,4570.380236981545,3696.2829615518567,42414.60651837524,41887.4175185104
Zemin/Giriş,141,0.09602713778966497,0.06721723375961097,3597.3940962784322,2629.64246688646,38238.74794326241,38853.72597214535
