county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,missing,new_vs_old,110155.75020081339,102497.09003645161,-7658.660164361776,-0.06952574105664094,a > b,False
İzmit,missing,elevator,94453.41687865896,96933.82285929746,2480.405980638505,0.026260627329395575,a > b,True
İzmit,missing,site_inside,94453.41687865896,95017.81779600427,564.4009173453087,0.00597544203266225,a >= b,True
İzmit,missing,parking,94453.41687865896,94792.3087533155,338.89187465654686,0.003587926047100123,a > b,True
İzmit,missing,heating,102666.55646109051,95047.67116090345,-7618.885300187059,-0.07421000141438008,a > b,False
İzmit,missing,floor,91000.82229981193,94453.41687865896,3452.594578847027,0.03794025692946033,a > b,True
İzmit,missing,net_gross,91639.91827681819,94385.32905134115,2745.4107745229558,0.029958677682686802,a > b,True
İzmit,missing,total_quality,114947.8368608867,108468.73315450996,-6479.1037063767435,-0.056365599243228454,a > b,False
Başiskele,Yeşilyurt Mh.,new_vs_old,32604.575297752755,39320.57050388929,6715.995206136537,0.2059832138527942,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,37209.30146193963,38338.679632735715,1129.378170796088,0.030352039044626997,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,37209.30146193963,37990.60840574937,781.3069438097446,0.020997624602249573,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,37209.30146193963,37535.27138160493,325.96991966530186,0.008760441794338105,a > b,True
Başiskele,Yeşilyurt Mh.,heating,35711.82573314927,37447.481713385874,1735.6559802366028,0.04860171510709102,a > b,True
Başiskele,Yeşilyurt Mh.,floor,34956.438133170566,37209.30146193963,2252.863328769061,0.06444773692864586,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,36105.89422992822,37185.245596373425,1079.351366445204,0.029894048865587386,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,34389.53743821448,43211.31108177569,8821.77364356121,0.25652492882205047,a > b,True
Gölcük,missing,new_vs_old,110155.75020081339,102497.09003645161,-7658.660164361776,-0.06952574105664094,a > b,False
Gölcük,missing,elevator,94453.41687865896,96933.82285929746,2480.405980638505,0.026260627329395575,a > b,True
Gölcük,missing,site_inside,94453.41687865896,95017.81779600427,564.4009173453087,0.00597544203266225,a >= b,True
Gölcük,missing,parking,94453.41687865896,94792.3087533155,338.89187465654686,0.003587926047100123,a > b,True
Gölcük,missing,heating,102666.55646109051,95047.67116090345,-7618.885300187059,-0.07421000141438008,a > b,False
Gölcük,missing,floor,91000.82229981193,94453.41687865896,3452.594578847027,0.03794025692946033,a > b,True
Gölcük,missing,net_gross,91639.91827681819,94385.32905134116,2745.4107745229703,0.029958677682686962,a > b,True
Gölcük,missing,total_quality,114947.8368608867,108468.73315450996,-6479.1037063767435,-0.056365599243228454,a > b,False
Karamürsel,missing,new_vs_old,110155.75020081339,102497.09003645161,-7658.660164361776,-0.06952574105664094,a > b,False
Karamürsel,missing,elevator,94453.41687865896,96933.82285929746,2480.405980638505,0.026260627329395575,a > b,True
Karamürsel,missing,site_inside,94453.41687865896,95017.81779600427,564.4009173453087,0.00597544203266225,a >= b,True
Karamürsel,missing,parking,94453.41687865896,94792.3087533155,338.89187465654686,0.003587926047100123,a > b,True
Karamürsel,missing,heating,102666.55646109051,95047.67116090345,-7618.885300187059,-0.07421000141438008,a > b,False
Karamürsel,missing,floor,91000.82229981193,94453.41687865896,3452.594578847027,0.03794025692946033,a > b,True
Karamürsel,missing,net_gross,91639.91827681819,94385.32905134115,2745.4107745229558,0.029958677682686802,a > b,True
Karamürsel,missing,total_quality,114947.8368608867,108468.73315450996,-6479.1037063767435,-0.056365599243228454,a > b,False
