feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
in_pvc,inside,595,,0.003994417206062244,0.01159839808508245,0.003994417206062244,0.003994417206062244,premium,county
in_pantry,inside,134,,-0.003951857155085355,0.014406010378699818,-0.003951857155085355,0.003951857155085355,discount,county
in_laminate_floor,inside,805,,0.00358095932605207,0.00898953108547662,0.00358095932605207,0.00358095932605207,premium,county
near_market,nearby,1173,,-0.0029206686676853466,0.002372814294889558,-0.0029206686676853466,0.0029206686676853466,discount,county
view_lake,view,9,,-0.0028968958602215602,-8.699979853776796e-05,-0.0028968958602215602,0.0028968958602215602,discount,unreliable
transport_tem,transport,109,,0.002722777309300174,0.017848219831435586,0.002722777309300174,0.002722777309300174,premium,county
near_pharmacy,nearby,1022,,-0.002248419147880559,0.0017029408690101278,-0.002248419147880559,0.002248419147880559,discount,county
out_sound_insulation,outside,722,,-0.0016381742097526222,0.01846664549289656,-0.0016381742097526222,0.0016381742097526222,discount,county
out_heat_insulation,outside,914,,0.0005534000464562712,0.015596891606532104,0.0005534000464562712,0.0005534000464562712,premium,county
front_score,front,1226,,-0.00014142043644394355,0.0030002691266206583,-0.00014142043644394355,0.00014142043644394355,discount,county
view_score,view,1188,,0.00013141557444776373,0.009658311755160298,0.00013141557444776373,0.00013141557444776373,premium,county
