feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_closed_pool,outside,66,,0.13169168759067865,0.10661589472388044,0.13169168759067865,0.13169168759067865,premium,county
view_pool,view,78,,0.13106573513796027,0.13537208537907475,0.13106573513796027,0.13106573513796027,premium,county
out_open_pool,outside,292,,0.12135785990603701,0.11548861557246681,0.12135785990603701,0.12135785990603701,premium,county
out_pool,outside,306,,0.11440959224322479,0.10836113811600434,0.11440959224322479,0.11440959224322479,premium,county
out_generator,outside,44,,0.10578385560213416,0.12753279351598312,0.10578385560213416,0.10578385560213416,premium,county
out_sauna_hamam,outside,108,,0.08371674272605262,0.10079684131186006,0.08371674272605262,0.08371674272605262,premium,county
out_security,outside,345,,0.08263670051120732,0.08902831978632353,0.08263670051120732,0.08263670051120732,premium,county
subtype_middle_floor,subtype,462,,0.0736883572581363,0.05790876010555479,0.0736883572581363,0.0736883572581363,premium,county
subtype_triplex,subtype,6,,-0.06901679262599603,-0.08046656458786927,-0.06901679262599603,0.06901679262599603,discount,unreliable
out_sports_area,outside,255,,0.06288053563199404,0.0706537275663841,0.06288053563199404,0.06288053563199404,premium,county
in_air_conditioner,inside,64,,0.062292033615791165,0.06689035440155244,0.062292033615791165,0.062292033615791165,premium,county
subtype_duplex,subtype,721,,-0.056242934296285796,-0.03282529442666959,-0.056242934296285796,0.056242934296285796,discount,county
out_camera,outside,469,,0.05409006531858753,0.0680583959169967,0.05409006531858753,0.05409006531858753,premium,county
subtype_roof_duplex,subtype,412,,-0.042372686430044944,-0.03336300823788818,-0.042372686430044944,0.042372686430044944,discount,county
in_parent_bathroom,inside,410,,0.04072398308736384,0.06099076323282837,0.04072398308736384,0.04072398308736384,premium,county
in_terrace,inside,334,,-0.03553849169328961,-0.023043876584441847,-0.03553849169328961,0.03553849169328961,discount,county
subtype_garden_duplex,subtype,212,,-0.035257084496172875,-0.020255507006972984,-0.035257084496172875,0.035257084496172875,discount,county
out_children_playground,outside,412,,0.03326078545490926,0.04570877228343395,0.03326078545490926,0.03326078545490926,premium,county
subtype_reverse_duplex,subtype,45,,-0.028839181923217015,-0.025899226473377723,-0.028839181923217015,0.028839181923217015,discount,county
in_builtin_kitchen,inside,324,,0.028763134622092578,0.05749656413178261,0.028763134622092578,0.028763134622092578,premium,county
in_intercom,inside,622,,0.02672719489802385,0.04346430658388467,0.02672719489802385,0.02672719489802385,premium,county
in_smart_home,inside,57,,0.026256441945310613,0.057885328951583936,0.026256441945310613,0.026256441945310613,premium,county
transport_train,transport,42,,-0.02310786268541486,-0.006793343853592759,-0.02310786268541486,0.02310786268541486,discount,county
transport_metro,transport,57,,-0.021619913515152828,-0.006751913393387099,-0.021619913515152828,0.021619913515152828,discount,county
front_north,front,543,,0.02039767064646271,0.002068573585693123,0.02039767064646271,0.02039767064646271,premium,county
front_south,front,846,,-0.019313367396288666,-0.008826553508310298,-0.019313367396288666,0.019313367396288666,discount,county
transport_tram,transport,42,,-0.018064843169321543,0.009458029038975191,-0.018064843169321543,0.018064843169321543,discount,county
in_dressing_room,inside,111,,0.016876775304969352,0.037621650018819786,0.016876775304969352,0.016876775304969352,premium,county
view_city,view,742,,-0.016638709395502927,-0.011159571638531318,-0.016638709395502927,0.016638709395502927,discount,county
in_glass_balcony,inside,95,,0.01652832173674055,0.024817276690110468,0.01652832173674055,0.01652832173674055,premium,county
near_park,nearby,1027,,-0.01476622002011646,-0.0037130845048842787,-0.01476622002011646,0.01476622002011646,discount,county
transport_bus_stop,transport,1052,,-0.014481544400136236,-0.001578433637348553,-0.014481544400136236,0.014481544400136236,discount,county
near_mosque,nearby,1116,,-0.013606018780788052,0.00040537159816711466,-0.013606018780788052,0.013606018780788052,discount,county
near_lake_zero,nearby,21,,-0.012734310954069603,-0.013707033318239858,-0.012734310954069603,0.012734310954069603,discount,county
transport_minibus,transport,899,,-0.012418204583867574,0.0018355685128135235,-0.012418204583867574,0.012418204583867574,discount,county
transport_main_road,transport,934,,-0.012208957039044318,0.0026246057993226657,-0.012208957039044318,0.012208957039044318,discount,county
transport_e5,transport,441,,-0.010893165230665493,0.008630499339788322,-0.010893165230665493,0.010893165230665493,discount,county
out_hydrofor,outside,58,,0.010839876498305132,0.03632956816110244,0.010839876498305132,0.010839876498305132,premium,county
front_east,front,805,,-0.010674155239183655,-0.0006156422465339872,-0.010674155239183655,0.010674155239183655,discount,county
in_steel_door,inside,1011,,0.010159425584042068,0.018727918143709665,0.010159425584042068,0.010159425584042068,premium,county
in_heat_glass,inside,762,,0.00963333979210319,0.018823768984827183,0.00963333979210319,0.00963333979210319,premium,county
view_nature,view,794,,-0.009366754194969035,0.002421364835561768,-0.009366754194969035,0.009366754194969035,discount,county
near_school,nearby,1147,,-0.009336164884716103,0.0006326740715909551,-0.009336164884716103,0.009336164884716103,discount,county
view_river,view,7,,0.00880409627500683,0.018619561877227575,0.00880409627500683,0.00880409627500683,premium,unreliable
in_fiber,inside,536,,0.00862025785795393,0.030240158039790188,0.00862025785795393,0.00862025785795393,premium,county
near_city_center,nearby,781,,-0.008108256080206192,-0.004219514068276808,-0.008108256080206192,0.008108256080206192,discount,county
view_park_green,view,839,,0.007404739059196692,0.014121636325530318,0.007404739059196692,0.007404739059196692,premium,county
near_sea_zero,nearby,44,,0.006948943133225156,0.03129022549777183,0.006948943133225156,0.006948943133225156,premium,county
view_sea,view,345,,-0.005685240806180217,0.006979866911109411,-0.005685240806180217,0.005685240806180217,discount,county
view_bosphorus,view,12,,0.005353491446082751,0.024074093677040054,0.005353491446082751,0.005353491446082751,premium,county
front_west,front,766,,-0.005050340607807326,0.0009543365727529007,-0.005050340607807326,0.005050340607807326,discount,county
subtype_top_floor,subtype,122,,-0.004860037134355114,-0.03091705598013217,-0.004860037134355114,0.004860037134355114,discount,county
transport_score,transport,1197,,-0.004803166971449652,0.002637098377880953,-0.004803166971449652,0.004803166971449652,discount,county
near_university,nearby,595,,-0.004781642464965579,0.00012437281899657648,-0.004781642464965579,0.004781642464965579,discount,county
near_hospital,nearby,1072,,-0.004710715179179819,0.00032911486389775035,-0.004710715179179819,0.004710715179179819,discount,county
transport_airport,transport,42,,-0.004622367144298093,0.016320686729671685,-0.004622367144298093,0.004622367144298093,discount,county
near_mall,nearby,767,,0.00415717217917134,0.010762106326081877,0.00415717217917134,0.00415717217917134,premium,county
