county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10326391084099534,4027.7043317887483,-306.4042000640773,0.5054139833189565
Gölcük,1182,0.1182480537637494,3810.086125347362,-466.7443416754131,0.6659960852414633
Karamürsel,328,0.15868350022398645,6163.462886671767,-913.4086218770693,0.5776849270994912
Kartepe,1007,0.10129740463998792,3995.2214919138496,-277.3928445870707,0.5509543623429177
İzmit,2397,0.12965140443624948,4946.047816553786,-363.8718340250808,0.6807437112573663
