room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3746615373844303,0.3746615373844303,23416.346086526893,23416.346086526893,62500.0,39083.65391347311
2+0,1,0.32862850913987124,0.32862850913987124,10885.819365258234,10885.819365258234,33125.0,44010.819365258234
6+3,1,0.2605863859131605,0.2605863859131605,6712.074682069106,6712.074682069106,25757.58,32469.654682069107
5+2,7,0.23091343214157264,0.21249116031415538,6310.87070401865,6432.838392300964,30521.02142857143,32886.38302760714
4+2,23,0.22035253215853462,0.18512373878006302,6242.576229604563,6342.802250559413,31348.985217391306,33414.13084354383
3.5+1,15,0.22016124490581662,0.16886553647533445,8828.407755401277,5740.663305628492,40512.062666666665,37396.69069934356
4.5+1,11,0.2198192793364159,0.17004044786712694,7485.821855980394,6354.643203627602,37813.62454545454,38440.37648239807
3+0,2,0.21014996495467692,0.21014996495467692,6503.2133618519765,6503.2133618519765,32567.31,32344.31638348692
3+2,11,0.17191008246868544,0.18394744422706483,5136.995912808114,5635.037571527824,31216.80818181818,32546.64957182918
6+2,2,0.17116955599807146,0.17116955599807146,5925.099225304522,5925.099225304522,34615.38,38224.994086934006
5+1,56,0.1592904722424063,0.1620040840900419,5810.054413154313,5287.967437759511,35885.91071428572,35671.99267646373
6+1,10,0.1579783822509609,0.13930227445766175,6161.00700691531,4539.964153992316,37903.004,37668.26634376593
2.5+1,13,0.15515856873137843,0.1799416906151781,6077.1368194030465,5785.07697455553,39644.58384615385,39828.58157143257
4+1,588,0.13829701301473665,0.10593202524658885,5005.947018303661,3627.521480218231,36239.4018707483,35840.36258502984
2+2,4,0.1316263733002732,0.1381154677821536,5546.387905710057,4568.112129169407,42830.542499999996,40390.79234131069
3+1,3028,0.1213883702249029,0.09573164391510282,4415.3332916049785,3353.7905072163994,36975.068873844124,36561.64896476282
1+1,417,0.1151333932885363,0.09611106314553694,5427.170367250772,4409.158396892039,46893.92798561151,46410.86698465542
2+1,2452,0.10506463480495144,0.0806159582938789,3980.3252762181874,3016.322419931421,38679.249004893965,38346.98499176502
Stüdyo (1+0),14,0.09040269412750959,0.05931727999319803,6047.580578064509,3399.5678221206763,63090.70428571429,59218.08293902962
1.5+1,7,0.07115416920945013,0.04642717327779764,3094.976143242857,2176.2737473967645,44694.17142857143,44632.30051024125
5.5+1,3,0.0698446706585044,0.09000331655053843,2340.3417366557783,2837.9422759127992,31615.309999999998,32063.690219380576
7+1,1,0.06886053446653907,0.06886053446653907,2137.545986933932,2137.545986933932,31041.67,28904.124013066066
