segment,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
old_building,1000,0.4518835623245371,0.41375238478669285,0.1595451744547469,0.12969595750640608,4469.599738233455,3289.8447314183413,extra_trees
old_building,1000,0.45579141948474944,0.40939277491351744,0.16003756860528073,0.12732020693560533,4487.104021363201,3333.0658033853415,gradient_boosting
old_building,1000,0.43802530662463224,0.3961182558217783,0.16313306554392978,0.134195741016303,4574.010157262087,3497.379278334485,random_forest
old_building,1000,0.40610411952584813,0.36050874994710336,0.16547151452940745,0.1314657383367103,4659.44429965477,3458.820531802143,ridge
