site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.21323683994564666,0.21323683994564666,5199.722044182705,5199.722044182705,28120.75,33320.47204418271
,18,0.1267172854471139,0.12118225355512881,5404.270376030948,5052.86657939931,42992.14388888889,41464.61115876891
Hayır,4251,0.12028345519628754,0.09349430211697822,4255.91602263637,3207.611042864901,36178.76334274288,35926.379524167736
Evet,2396,0.1133504062501187,0.08875565817050768,4701.5829115889555,3468.517659205285,41733.863626878134,41128.70001027175
