feature,importance
num__district_m2_group_target_median,0.09526455225828842
num__district_room_count_target_median,0.06227018481218238
num__attr_total_quality_score,0.052520080235186554
num__attr_effect_building_age_bucket,0.041243944497050135
num__is_old_building,0.02133608566511489
num__location_baseline_log,0.02030557405433395
num__attr_m2_per_room,0.020070263967984846
num__location_baseline_m2,0.018934033069482104
num__building_age,0.01725432619839105
num__trend_sale_m2,0.015135901319095988
num__detail_effect_outside_mean,0.01441683473861677
num__attr_effect_elevator,0.012154307660049128
num__demo_old_ratio,0.012150838392351704
num__attr_building_age_inverse,0.011502275755736108
num__detail_effect_total_mean,0.011130130395301023
num__detail_effect_inside_x_attr_quality,0.010042241591078915
num__detail_effect_subtype_mean,0.009451544059029822
num__site_project_oof_residual_mean,0.009094953858448858
num__detail_effect_subtype_sum,0.009063834415491571
num__estimated_monthly_rent_gross,0.00904808214992242
num__total_floors,0.008782505496466942
num__duplex_x_gross_m2,0.008634192841666234
num__site_project_oof_price_level,0.008487690482792487
cat__usage_status_Mülk Sahibi,0.008469038660305168
num__detail_effect_inside_sum,0.007523783960146517
num__dues,0.0073806690234099765
num__attr_is_old_building,0.00646481258960485
cat__large_home_x_site_project_id_bucket_lh__missing,0.0063943618579390075
num__distance_to_coast_x_near_sea_zero,0.006194095577213565
num__attr_quality_x_county_income,0.006034159345415949
num__attr_building_age_score,0.0059850566661277405
cat__parking_Açık Otopark,0.005827630777826663
num__detail_effect_outside_sum,0.005755923392802253
num__demo_divorced_ratio,0.00565152576654565
num__demo_population_density,0.005312209893621194
num__bathroom_count,0.005147847940303314
num__detail_effect_outside_x_attr_quality,0.004673103232805502
num__net_m2,0.0046337385667871295
cat__elevator_Var,0.004489659211425292
num__detail_effect_total_x_attr_quality,0.004470553804700884
num__trend_yield,0.004242478566711668
num__attr_has_elevator,0.004206724466670214
num__location_baseline_vs_trend,0.004082749255809608
num__distance_to_coastline_m,0.004057434615877371
num__district_target_mean,0.004027267399483444
num__demo_age_65_plus,0.003835676300995774
num__attr_quality_x_demo_income,0.003781658124418486
cat__demo_dominant_age_group_65+,0.0035248707347864633
num__detail_effect_inside_mean,0.003487623255967089
cat__elevator_Yok,0.0033341504964296406
