county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.15868350022398645,0.11892843863650049,6163.462886671767,4590.87976045434,40032.10551829268,39118.69689641561
İzmit,2397,0.1296514044362495,0.10122494553776666,4946.047816553786,3779.0642959934703,39595.93858156029,39232.0667475352
Gölcük,1182,0.11824805376374939,0.09211501935896678,3810.086125347362,2883.792402190391,32959.62334179357,32492.879000118155
Başiskele,1753,0.10326391084099534,0.0812650643218415,4027.7043317887483,3074.149067882121,38990.633354249854,38684.22915418578
Kartepe,1007,0.10129740463998792,0.08101134596449058,3995.2214919138496,3028.943902939034,38996.53412115193,38719.141276564864
