county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3855.936274587232,0.12180459534606179,1.0
Gölcük,8,4361.8206288643905,0.16029191382635372,1.0
Karamürsel,8,4331.732566681432,0.1682213710955358,0.875
İzmit,8,3891.2114716092237,0.13020590743113652,1.0
