county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5509543623429177,0.5670021475804605,0.10129740463998792,0.08101134596449058,3995.2214919138496,3028.943902939034
Başiskele,1753,0.5054139833189565,0.5125929826895541,0.10326391084099534,0.0812650643218415,4027.7043317887483,3074.149067882121
Gölcük,1182,0.6659960852414633,0.6767757661817849,0.1182480537637494,0.09211501935896678,3810.086125347362,2883.792402190391
İzmit,2397,0.6807437112573663,0.6855319333261286,0.12965140443624948,0.10122494553776666,4946.047816553786,3779.0642959934703
Karamürsel,328,0.5776849270994912,0.6163280787238514,0.15868350022398645,0.11892843863650049,6163.462886671767,4590.87976045434
