county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,Gündoğdu Mh.,new_vs_old,29202.874684879764,40770.5992030824,11567.724518202634,0.3961159523857424,a > b,True
İzmit,Gündoğdu Mh.,elevator,37236.85773767101,38542.47455845606,1305.6168207850496,0.0350624864746364,a > b,True
İzmit,Gündoğdu Mh.,site_inside,37236.85773767101,37723.45611998673,486.5983823157221,0.013067654251165517,a >= b,True
İzmit,Gündoğdu Mh.,parking,37236.85773767101,37641.025279411144,404.16754174013477,0.01085396476221072,a > b,True
İzmit,Gündoğdu Mh.,heating,37808.63300914291,37552.634136125474,-255.9988730174373,-0.006770910573665317,a > b,False
İzmit,Gündoğdu Mh.,floor,36289.20618559938,37236.85773767101,947.6515520716275,0.026113868328364907,a > b,True
İzmit,Gündoğdu Mh.,net_gross,37052.76248554094,37233.508889255434,180.7464037144964,0.004878081729669384,a > b,True
İzmit,Gündoğdu Mh.,total_quality,28784.048260099582,43897.28550719782,15113.237247098237,0.525056000133525,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,30863.85052133905,40897.01487897961,10033.164357640559,0.32507818007684103,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,36205.58373437496,37982.86304879905,1777.2793144240932,0.049088541907326755,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,36205.58373437496,37505.586609187754,1300.0028748127952,0.03590614321675811,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,36205.58373437496,36887.53960570264,681.9558713276783,0.018835654641861318,a > b,True
Başiskele,Yeşilyurt Mh.,heating,36005.888965420054,36598.34602703071,592.4570616106575,0.016454448942495255,a > b,True
Başiskele,Yeşilyurt Mh.,floor,34842.033536735435,36205.58373437496,1363.5501976395244,0.03913520708261404,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,36026.985020060616,36204.17481066595,177.18979060533457,0.004918251985467877,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,30873.635502318124,44873.86316980121,14000.227667483086,0.4534687101048365,a > b,True
Gölcük,Topçular Mh.,new_vs_old,26906.530960564483,39036.43528246363,12129.904321899146,0.4508163590348129,a > b,True
Gölcük,Topçular Mh.,elevator,34959.882975467226,36554.32414224034,1594.441166773111,0.045607737528526496,a > b,True
Gölcük,Topçular Mh.,site_inside,34959.882975467226,35473.3482303206,513.4652548533704,0.0146872704125952,a >= b,True
Gölcük,Topçular Mh.,parking,34959.882975467226,35831.86545555941,871.9824800921851,0.024942374112181403,a > b,True
Gölcük,Topçular Mh.,heating,34421.45865555677,35365.575176148406,944.1165205916332,0.027428138070471376,a > b,True
Gölcük,Topçular Mh.,floor,34104.45545867187,34959.882975467226,855.4275167953529,0.025082573678150897,a > b,True
Gölcük,Topçular Mh.,net_gross,34781.88008367412,34949.43598407322,167.5559003991002,0.004817333048012761,a > b,True
Gölcük,Topçular Mh.,total_quality,25893.786061039616,41917.0731792612,16023.287118221582,0.618808199019246,a > b,True
Karamürsel,4 Temmuz Mah.,new_vs_old,24762.73264760864,38915.27494614036,14152.54229853172,0.5715258691329628,a > b,True
Karamürsel,4 Temmuz Mah.,elevator,34085.83291015885,35809.07610666612,1723.2431965072683,0.050555994951019,a > b,True
Karamürsel,4 Temmuz Mah.,site_inside,34085.83291015885,33704.67317896652,-381.1597311923324,-0.011182350514859577,a >= b,False
Karamürsel,4 Temmuz Mah.,parking,34085.83291015885,34477.55924042255,391.7263302637002,0.011492350246983436,a > b,True
Karamürsel,4 Temmuz Mah.,heating,34013.46155003019,34413.843974094125,400.3824240639369,0.01177129306510062,a > b,True
Karamürsel,4 Temmuz Mah.,floor,33421.04751538677,34085.83291015885,664.7853947720869,0.01989121958149353,a > b,True
Karamürsel,4 Temmuz Mah.,net_gross,33974.64340457118,34080.035238735414,105.39183416423475,0.003102073299467055,a > b,True
Karamürsel,4 Temmuz Mah.,total_quality,24983.321241828424,40283.17940459261,15299.858162764183,0.6124028912996697,a > b,True
