district,n,mape,mae
Yalakdere Mh.,1,0.30516761437565426,17061.643617213747
Avcıköy Mh.,1,0.3039327356898722,15534.339486445984
Dereköy Mh.,12,0.2399155103020171,6696.412611993751
Tepeköy Mh.,5,0.21868401168734303,8821.353731660065
4 Temmuz Mah.,166,0.15916051137715714,5538.30780791581
Kayacık Mh.,113,0.15800072983109373,6945.861092807399
Ereğli Mh.,30,0.1124051200312142,5475.696923109295
