county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Kartepe,1007,0.5469377146731482,0.5642909494371898,0.10169107241320263,0.08014956181910225,4011.304637569977,3070.841574686987
Başiskele,1753,0.49758287965512327,0.5044307668065044,0.10408425227442662,0.08216530781968473,4059.7112997239738,3101.7860006327865
Gölcük,1182,0.6631360650283471,0.6746879961165186,0.11845738141689319,0.09236600912578434,3820.6805708854313,2829.6551372978793
İzmit,2397,0.6764053792560536,0.6818785886172172,0.13070225829108495,0.10220980346361878,4990.925301505275,3864.340807775996
Karamürsel,328,0.5752885969324874,0.6135299256888243,0.15923288869690413,0.12291257235089355,6175.524421952515,4703.160369233119
