room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+2,1,0.3669303654798742,0.3669303654798742,22933.147842492137,22933.147842492137,62500.0,39566.85215750786
2+0,1,0.30424232113212807,0.30424232113212807,10078.026887501743,10078.026887501743,33125.0,43203.02688750174
6+3,1,0.26858988129994493,0.26858988129994493,6918.225354773836,6918.225354773836,25757.58,32675.80535477384
5+2,7,0.2372077814117757,0.231653804469895,6438.652800381905,7204.154149340819,30521.02142857143,33477.271619800646
3.5+1,15,0.22840953515800058,0.19211915566923018,9121.03824439791,5761.5615244249275,40512.062666666665,37429.849441842416
4.5+1,11,0.2193130403935966,0.16047111175071124,7405.044700200695,6129.855608176811,37813.62454545454,38312.38091594966
4+2,23,0.21783405571855355,0.179120859677438,6108.106505795411,6480.400490650063,31348.985217391306,33578.03957008431
3+0,2,0.21393507294233247,0.21393507294233247,6655.000180566907,6655.000180566907,32567.31,32195.9277789123
6+2,2,0.18098076680232883,0.18098076680232883,6264.718015553997,6264.718015553997,34615.38,38187.759865871616
3+2,11,0.16905348328300443,0.18308761828361184,5150.8004463390325,4951.6451601510125,31216.80818181818,32398.286742419714
6+1,10,0.16830826822037698,0.15450252435598896,6486.052331990711,4877.727032666116,37903.004,37845.28682388569
5+1,56,0.15587267783466616,0.1664836621343145,5684.561833669679,5114.5397935037145,35885.91071428572,35708.41959575987
2.5+1,13,0.1511325975539399,0.18120686605383368,5953.201620976849,5723.174621128768,39644.58384615385,39659.80344135054
2+2,4,0.14320183951700238,0.14348633699401558,6195.905781665686,4304.567331610819,42830.542499999996,39782.80773810831
4+1,588,0.13910650428718108,0.103949286636811,5024.993249521003,3675.3993492784903,36239.4018707483,35875.52746583978
3+1,3028,0.12193742071719925,0.09593742063936739,4439.232307434019,3365.01201018392,36975.068873844124,36555.819118436804
1+1,417,0.11619363644969478,0.09451303868151346,5471.442337557727,4232.686136885459,46893.92798561151,46418.90391887341
2+1,2452,0.10596865266725793,0.08150137591358286,4019.0271433887783,3077.1347025331597,38679.249004893965,38344.35653005103
Stüdyo (1+0),14,0.09256748084281707,0.06397618307608542,6182.399832040547,3403.5507940828356,63090.70428571429,59403.17743699043
7+1,1,0.07590488450706284,0.07590488450706284,2356.2143762563574,2356.2143762563574,31041.67,28685.45562374364
5.5+1,3,0.06759837331203351,0.06612806771876888,2250.477921269195,2085.1191511163925,31615.309999999998,32475.708487191598
1.5+1,7,0.06705387514098746,0.04440833837910664,2956.6287686481155,2081.6408615206237,44694.17142857143,44362.86355636572
