site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.1984160420586449,0.1984160420586449,4812.417783446937,4812.417783446937,28120.75,32933.16778344694
,18,0.13089157986496663,0.11897837300750341,5577.9124250176055,5032.852200862504,42992.14388888889,41403.96267801908
Hayır,4251,0.12059661313657123,0.09419672090617995,4267.066247436279,3255.2924649630804,36178.76334274288,35937.14484687048
Evet,2396,0.11477122147036593,0.08888723499877144,4762.769697109936,3540.6893726112758,41733.863626878134,41112.76264064144
