district,building_age_group,m2_group,n,mape,mae
Dereköy Mh.,6-10 arası,200+,1,0.88992629311847,16739.086408937725
Tepeköy Mh.,31 ve üzeri,76-100,1,0.5107981386579242,13876.68446953407
4 Temmuz Mah.,4,76-100,1,0.4406708129999709,14256.996372739279
Kayacık Mh.,31 ve üzeri,126-150,1,0.43066234733325576,10048.786668901477
Kayacık Mh.,26-30 arası,200+,2,0.4279023196822718,25910.586780963247
4 Temmuz Mah.,21-25 arası,126-150,1,0.42717904958035074,8701.795296200089
Dereköy Mh.,11-15 arası,200+,1,0.42000164846370014,17520.070564492842
Ereğli Mh.,16-20 arası,101-125,1,0.3742769672285456,10928.88744307353
Dereköy Mh.,11-15 arası,76-100,1,0.3719699313690392,9919.199409740817
Kayacık Mh.,2,151-200,1,0.3382661574115326,24375.060149009296
Kayacık Mh.,3,126-150,1,0.332309660377522,24284.166466635346
4 Temmuz Mah.,21-25 arası,101-125,4,0.3087586161673138,7402.013853851875
4 Temmuz Mah.,1,0-75,1,0.3086656114440699,21195.03968137817
Yalakdere Mh.,16-20 arası,101-125,1,0.30516761437565426,17061.643617213747
Avcıköy Mh.,21-25 arası,76-100,1,0.3039327356898722,15534.339486445984
Kayacık Mh.,11-15 arası,200+,3,0.3028226007107578,11009.217066896004
4 Temmuz Mah.,4,200+,1,0.29789349682204125,10525.569228067136
Tepeköy Mh.,6-10 arası,151-200,1,0.2942771463429196,18077.024283526283
Dereköy Mh.,16-20 arası,126-150,1,0.28484024013253806,7224.209319118272
Kayacık Mh.,6-10 arası,200+,1,0.28418286557667766,9837.097881425616
Ereğli Mh.,21-25 arası,0-75,2,0.2819311590664414,18502.86088465986
Kayacık Mh.,31 ve üzeri,76-100,4,0.27834548047058383,9465.98957493038
4 Temmuz Mah.,0 (Oturuma Hazır),0-75,1,0.2762596300230307,17726.660514009905
Kayacık Mh.,16-20 arası,126-150,2,0.27514418589963124,8502.38957623343
4 Temmuz Mah.,31 ve üzeri,126-150,15,0.26268406390350113,7757.821410397607
Kayacık Mh.,21-25 arası,76-100,2,0.2559531325729485,10217.954101062182
4 Temmuz Mah.,5,101-125,1,0.24773140863536855,13418.785460187159
Kayacık Mh.,16-20 arası,151-200,3,0.246447751606545,10412.173627668888
4 Temmuz Mah.,26-30 arası,76-100,5,0.2458395323516312,7673.000092970542
Ereğli Mh.,31 ve üzeri,101-125,1,0.24416248216629363,11231.474179649507
Kayacık Mh.,6-10 arası,76-100,2,0.23332347821433302,11049.178303482018
Dereköy Mh.,11-15 arası,151-200,1,0.23242538362135548,6297.977162149637
4 Temmuz Mah.,6-10 arası,151-200,6,0.23133011617712,10809.721897575293
4 Temmuz Mah.,4,151-200,1,0.22483547772510085,7869.24172037853
Kayacık Mh.,5,0-75,1,0.2174430842447404,14496.206341126308
Ereğli Mh.,0 (Oturuma Hazır),126-150,2,0.2167802213221861,11002.970478913718
4 Temmuz Mah.,31 ve üzeri,0-75,3,0.21597514019034145,7766.150815078382
Kayacık Mh.,11-15 arası,151-200,3,0.2067353143364614,7089.228513469189
Kayacık Mh.,26-30 arası,76-100,4,0.20426489078085366,7090.431497130006
Kayacık Mh.,1,151-200,1,0.18917427781601548,8283.370319244314
Kayacık Mh.,31 ve üzeri,101-125,11,0.18383362106496773,5428.748756887153
Kayacık Mh.,26-30 arası,101-125,3,0.18284145100595803,7808.399951485352
4 Temmuz Mah.,6-10 arası,76-100,3,0.17732991626178704,8515.431606228252
4 Temmuz Mah.,1,76-100,3,0.1685593596669833,8319.298526025903
Ereğli Mh.,0 (Yapım Aşamasında),0-75,2,0.16428031010308553,7755.737184537695
4 Temmuz Mah.,6-10 arası,200+,6,0.15522616523190477,5392.7633829325905
Kayacık Mh.,11-15 arası,101-125,5,0.15052408757571362,7847.851884242319
4 Temmuz Mah.,31 ve üzeri,101-125,19,0.14956608291845586,3661.7759923065423
4 Temmuz Mah.,0 (Yapım Aşamasında),101-125,1,0.14946388227975105,7348.641376967367
4 Temmuz Mah.,6-10 arası,126-150,8,0.1455743120846213,4498.473889693821
Kayacık Mh.,26-30 arası,151-200,1,0.1433949396178432,4301.848188535296
Kayacık Mh.,16-20 arası,101-125,3,0.14197551969215136,4784.513137876188
4 Temmuz Mah.,6-10 arası,101-125,7,0.14185382859522125,5163.581492139862
Kayacık Mh.,6-10 arası,101-125,4,0.14096115309355314,8645.622446409645
Dereköy Mh.,11-15 arası,126-150,3,0.13899670614327278,4824.379650583086
4 Temmuz Mah.,31 ve üzeri,76-100,14,0.1319818343961811,3772.3902870135744
Dereköy Mh.,26-30 arası,151-200,1,0.12849944678392794,3787.521193956276
4 Temmuz Mah.,11-15 arası,76-100,6,0.127976847945061,6037.32218253845
4 Temmuz Mah.,26-30 arası,126-150,9,0.12757301264181964,2552.719831254882
4 Temmuz Mah.,3,76-100,2,0.12487780412365873,5234.133517216873
Kayacık Mh.,31 ve üzeri,0-75,1,0.12428504249674983,5385.684760575685
4 Temmuz Mah.,11-15 arası,200+,3,0.1242514498137911,3701.389074286542
4 Temmuz Mah.,11-15 arası,126-150,3,0.12104024173716565,5206.3437586396785
4 Temmuz Mah.,2,151-200,1,0.12093355928600766,5479.801905147222
Kayacık Mh.,5,101-125,1,0.11972191072569066,6273.428122026191
4 Temmuz Mah.,5,76-100,1,0.1182680929349274,5913.40464674637
Ereğli Mh.,11-15 arası,200+,1,0.11676740335587443,5344.354140697789
Kayacık Mh.,0 (Oturuma Hazır),101-125,3,0.11633085239973788,5331.7316434926515
Kayacık Mh.,21-25 arası,126-150,2,0.1132696651851062,3777.091222396468
4 Temmuz Mah.,0 (Oturuma Hazır),76-100,3,0.11296409826813214,6852.364343754522
Kayacık Mh.,0 (Oturuma Hazır),0-75,6,0.11045002600325914,5124.8458639971095
4 Temmuz Mah.,11-15 arası,101-125,5,0.10942624285554295,5492.127462506968
4 Temmuz Mah.,31 ve üzeri,151-200,3,0.10758335578946038,2666.787579373242
Kayacık Mh.,16-20 arası,200+,1,0.10708603293807523,3859.5594607632374
4 Temmuz Mah.,26-30 arası,101-125,5,0.1042159546123375,3520.4770602655817
4 Temmuz Mah.,0 (Oturuma Hazır),101-125,7,0.10338278484551991,5300.757618602003
Kayacık Mh.,0 (Oturuma Hazır),126-150,7,0.10312339240261137,6436.957089768254
Kayacık Mh.,0 (Oturuma Hazır),151-200,4,0.102810938819838,7428.826337734838
Tepeköy Mh.,0 (Oturuma Hazır),76-100,2,0.1026368671907885,4276.657578228678
Kayacık Mh.,11-15 arası,126-150,2,0.09984268231245039,3941.375171125237
4 Temmuz Mah.,11-15 arası,151-200,6,0.0976290513031013,3861.2120126657233
Kayacık Mh.,0 (Yapım Aşamasında),101-125,4,0.097605324662243,4432.335102639534
4 Temmuz Mah.,0 (Oturuma Hazır),151-200,2,0.09569634795678288,4368.864956702593
Kayacık Mh.,5,76-100,1,0.09269268026954246,4034.8576834518244
Kayacık Mh.,0 (Oturuma Hazır),76-100,5,0.08760667096244443,4460.806934808102
Kayacık Mh.,6-10 arası,151-200,4,0.08527559563974405,5623.869213880773
Kayacık Mh.,11-15 arası,76-100,4,0.08415277149917706,3283.2607435893715
Ereğli Mh.,0 (Yapım Aşamasında),76-100,5,0.08364284591756563,4319.000081476637
Tepeköy Mh.,21-25 arası,0-75,1,0.0830710390542941,3599.744748782614
Ereğli Mh.,0 (Oturuma Hazır),76-100,6,0.08220097306221028,4005.2842948553152
Kayacık Mh.,26-30 arası,126-150,3,0.08183716164936897,3396.3020604075987
4 Temmuz Mah.,2,76-100,1,0.07638202734991333,2970.4122595877707
Ereğli Mh.,26-30 arası,76-100,2,0.07363372811694671,3388.1294393972094
4 Temmuz Mah.,0 (Yapım Aşamasında),76-100,2,0.05610667520712885,2998.6008185343053
Kayacık Mh.,1,0-75,3,0.054622239146582076,2696.2749320958224
Ereğli Mh.,11-15 arası,151-200,1,0.05310856781786051,2312.7926236736384
4 Temmuz Mah.,26-30 arası,151-200,2,0.05246390821287422,1556.3735917922295
