district,building_age_group,m2_group,n,mape,mae
Ereğli Mh.,0 (Oturuma Hazır),200+,3,0.04766327751346111,1791.7641207798831
Kayacık Mh.,4,76-100,1,0.04704305521588709,2151.359358646936
Dereköy Mh.,6-10 arası,126-150,2,0.045801602107006636,1513.2378026757906
Dereköy Mh.,6-10 arası,151-200,1,0.042729857491342754,1369.2727284286048
4 Temmuz Mah.,16-20 arası,151-200,1,0.04181828285177266,1783.4268178765196
4 Temmuz Mah.,0 (Yapım Aşamasında),0-75,2,0.03844179111758496,1922.0891558803087
Ereğli Mh.,16-20 arası,126-150,1,0.03504808982855703,1253.643186138317
Kayacık Mh.,0 (Yapım Aşamasında),76-100,1,0.028165749787294497,1496.3054574500202
Kayacık Mh.,6-10 arası,126-150,1,0.01573202559927871,681.7210568619921
Ereğli Mh.,11-15 arası,101-125,1,0.009998695537581233,435.94312543854176
4 Temmuz Mah.,4,101-125,1,0.007673500458557144,316.5318939154822
Ereğli Mh.,1,126-150,1,0.006787248418490393,266.96508183646074
Ereğli Mh.,0 (Oturuma Hazır),151-200,1,0.004343408864430643,195.45339889937895
Kayacık Mh.,21-25 arası,101-125,1,0.0011608950200750648,43.53356325281493
