building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,585,0.15924932497446986,0.12949064627466733,4373.89197341767,3430.2284704097765,27460.147572649574,27359.74953273845
26-30 arası,415,0.14384421345876783,0.12028580283433507,4095.6513200358067,3278.3257632092354,28543.812409638555,28147.651732730053
21-25 arası,242,0.13486937004599256,0.10154130193808855,4371.772910090296,3351.2422070585817,33980.545,34182.19756535395
16-20 arası,206,0.13391051175014854,0.09631754906508078,4672.754938969411,3300.038955114356,35885.83932038835,36078.967987774085
missing,18,0.13089157986496663,0.11897837300750341,5577.9124250176055,5032.852200862504,42992.14388888889,41403.96267801908
5,278,0.12637850268925874,0.10237173177549144,5100.181284583455,3841.529901812726,40081.814496402876,39296.74154726402
3,197,0.12497861414950308,0.10099853154087922,5189.365955190087,3960.8765668130363,41236.08126903553,40766.54128576671
6-10 arası,1148,0.12232241544497434,0.09540938286392639,4738.853876054637,3618.5568502390815,39176.28763937282,38867.27972302222
2,206,0.121801277560709,0.10418559072003643,5147.422981403872,3910.6790274939303,41854.85223300971,41381.16111501586
11-15 arası,781,0.11968382961533679,0.09417427509846268,4625.8646955198465,3580.4188019293215,39677.26417413572,39509.77249083015
4,155,0.11380508613762687,0.09605624010290639,4665.313532850349,3703.758984430926,41030.00180645161,40401.8303385138
1,261,0.10895999703123944,0.07970542762660653,4405.926949982753,3395.3296847859965,41322.642873563214,41166.0035174761
0 (Yapım Aşamasında),179,0.10568966838265255,0.08581799596199886,4820.317691839449,3799.3360368008434,45358.292402234634,44527.70408614327
0 (Oturuma Hazır),1996,0.09580343111903958,0.0722876702311713,4004.060312633288,2810.6892454653207,40684.464183366734,40088.12582270089
