county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,804,,-0.009133500903800737,-0.0059008371138844495,-0.009133500903800737,county
Darıca,front_east,front,1597,,-0.0015131387112521058,-0.0059008371138844495,-0.0015131387112521058,county
Derince,front_east,front,274,,-0.022302765018409342,-0.0059008371138844495,-0.022302765018409342,county
Gebze,front_east,front,670,,-0.023777194879488126,-0.0059008371138844495,-0.023777194879488126,county
Gölcük,front_east,front,442,,-0.01663435600685062,-0.0059008371138844495,-0.01663435600685062,county
Kartepe,front_east,front,434,,0.010913910570882753,-0.0059008371138844495,0.010913910570882753,county
Körfez,front_east,front,266,,0.01287352403408369,-0.0059008371138844495,0.01287352403408369,county
Çayırova,front_east,front,440,,-0.015704531885791358,-0.0059008371138844495,-0.015704531885791358,county
İzmit,front_east,front,960,,0.008647262594567844,-0.0059008371138844495,0.008647262594567844,county
Başiskele,front_north,front,542,,0.01885566413660007,-0.0015922382002386826,0.01885566413660007,county
Darıca,front_north,front,507,,0.0020832055757086802,-0.0015922382002386826,0.0020832055757086802,county
Derince,front_north,front,227,,-0.015992203880034597,-0.0015922382002386826,-0.015992203880034597,county
Gebze,front_north,front,327,,-0.0016879083363537336,-0.0015922382002386826,-0.0016879083363537336,county
Gölcük,front_north,front,354,,-0.01201396109863139,-0.0015922382002386826,-0.01201396109863139,county
Kartepe,front_north,front,214,,-0.005867979671151803,-0.0015922382002386826,-0.005867979671151803,county
Körfez,front_north,front,263,,0.0021360498905136117,-0.0015922382002386826,0.0021360498905136117,county
Çayırova,front_north,front,197,,-0.006061652515126625,-0.0015922382002386826,-0.006061652515126625,county
İzmit,front_north,front,647,,-0.0028626059794338308,-0.0015922382002386826,-0.0028626059794338308,county
Başiskele,front_score,front,1226,,-0.0014189920389800186,0.002018220616823996,-0.0014189920389800186,county
Darıca,front_score,front,2542,,-0.0010812206898585947,0.002018220616823996,-0.0010812206898585947,county
Derince,front_score,front,539,,0.009259934854528116,0.002018220616823996,0.009259934854528116,county
Gebze,front_score,front,1255,,-0.004311028145812366,0.002018220616823996,-0.004311028145812366,county
Gölcük,front_score,front,687,,-0.0075914733393566336,0.002018220616823996,-0.0075914733393566336,county
Kartepe,front_score,front,663,,0.013971975995418412,0.002018220616823996,0.013971975995418412,county
Körfez,front_score,front,568,,0.005259438619711017,0.002018220616823996,0.005259438619711017,county
Çayırova,front_score,front,789,,0.009010352163519603,0.002018220616823996,0.009010352163519603,county
İzmit,front_score,front,1875,,0.005704761943434232,0.002018220616823996,0.005704761943434232,county
Başiskele,front_south,front,846,,-0.021204855210164682,-0.0069627515431536224,-0.021204855210164682,county
Darıca,front_south,front,2357,,-0.001319916545633175,-0.0069627515431536224,-0.001319916545633175,county
Derince,front_south,front,379,,-0.015360320961677566,-0.0069627515431536224,-0.015360320961677566,county
Gebze,front_south,front,1054,,-0.00886016298258723,-0.0069627515431536224,-0.00886016298258723,county
Gölcük,front_south,front,472,,-0.011919461795905337,-0.0069627515431536224,-0.011919461795905337,county
Kartepe,front_south,front,442,,0.0016412996273193797,-0.0069627515431536224,0.0016412996273193797,county
Körfez,front_south,front,368,,-0.03980648474498134,-0.0069627515431536224,-0.03980648474498134,county
Çayırova,front_south,front,678,,-0.0003613710941687441,-0.0069627515431536224,-0.0003613710941687441,county
İzmit,front_south,front,1286,,0.002255050475452322,-0.0069627515431536224,0.002255050475452322,county
Başiskele,front_west,front,767,,-0.0063736436822188275,-0.0033014009550331735,-0.0063736436822188275,county
Darıca,front_west,front,1128,,0.001261610515116855,-0.0033014009550331735,0.001261610515116855,county
Derince,front_west,front,279,,0.021866895183181287,-0.0033014009550331735,0.021866895183181287,county
Gebze,front_west,front,572,,-0.02713740249475387,-0.0033014009550331735,-0.02713740249475387,county
Gölcük,front_west,front,391,,-0.005495797192743018,-0.0033014009550331735,-0.005495797192743018,county
Kartepe,front_west,front,345,,0.010018040429074488,-0.0033014009550331735,0.010018040429074488,county
Körfez,front_west,front,284,,-0.01577163443873706,-0.0033014009550331735,-0.01577163443873706,county
Çayırova,front_west,front,316,,0.002365074246694323,-0.0033014009550331735,0.002365074246694323,county
İzmit,front_west,front,937,,0.009297504302501973,-0.0033014009550331735,0.009297504302501973,county
Başiskele,in_air_conditioner,inside,64,,0.04748374983728611,0.04067586556386704,0.04748374983728611,county
Darıca,in_air_conditioner,inside,170,,0.0345655311761879,0.04067586556386704,0.0345655311761879,county
Derince,in_air_conditioner,inside,16,,-0.033014039000537974,0.04067586556386704,-0.033014039000537974,global_fallback
Gebze,in_air_conditioner,inside,84,,0.030050965522527097,0.04067586556386704,0.030050965522527097,county
Gölcük,in_air_conditioner,inside,34,,0.023118904850627783,0.04067586556386704,0.023118904850627783,county
Kartepe,in_air_conditioner,inside,28,,0.06272129909489656,0.04067586556386704,0.06272129909489656,global_fallback
Körfez,in_air_conditioner,inside,19,,0.025743815052804105,0.04067586556386704,0.025743815052804105,global_fallback
