basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
1753,0.516747175524628,0.01697795797183502,0.3793496862521392,0.49286936679977184,0.18254420992584142,0.6320593268682259,premium_target_stats,disabled
