county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,4695.800547872001,0.14121268495979727,0.875
Gölcük,8,5645.022244365564,0.196032375462116,0.875
Karamürsel,8,2.5229398656458326e+19,0.038186704792958694,0.625
İzmit,8,5941.81458332516,0.18252579355975654,0.75
