floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,1,0.3364032891202678,0.3364032891202678,15926.041517893522,15926.041517893522,47342.11,31416.06848210648
Bodrum,15,0.13617874581238387,0.10693087572035107,4813.520822324537,4087.649685187662,36284.81933333333,38085.24506799784
Bahçe,758,0.13215401185850745,0.1065864206755284,5853.525474268149,4095.3457743645413,42951.44092348285,41859.373432335495
Çatı,421,0.12105270865428606,0.10590230549442964,4566.175405843141,3651.402120274208,37470.2332304038,37042.57024379016
En Üst Kat,3958,0.11443833612182616,0.08697686783312009,4409.309423446168,3217.6635019152272,38930.960917129865,38449.679542624406
Zemin/Giriş,2096,0.10306034740859643,0.07611038259904376,4048.5708811940253,2991.4558785089066,40513.0878101145,40422.60547151732
Ara Kat,7114,0.10295066734977733,0.07796007704220194,4365.380405668345,3271.1329135076103,44265.91769187517,43806.02183549776
