county,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Gölcük,1179,3.3206106870229006,0.0,1,0,0.995294470338652,32997.96004240882
Körfez,786,3.1564885496183206,0.0,0,0,0.9828105804928798,36053.53564885496
Çayırova,1234,2.866288492706645,0.0,2,0,0.9947615335868532,42404.363233387354
Gebze,1803,2.7737104825291183,0.0,1,0,0.9933086458143261,44366.45626178591
Derince,685,2.67007299270073,0.0,0,0,1.0002725833772068,37157.47496350365
İzmit,2597,2.5979976896418946,0.0,3,0,0.9862550793276559,39896.665725837505
Darıca,3318,2.3143459915611815,0.0,6,0,0.9897901365234321,50189.90037371911
Kartepe,1008,2.1726190476190474,0.0,0,0,0.9861911537717991,39015.71745039682
Başiskele,1753,1.7746719908727895,0.0,2,0,0.9831189482288536,38990.79633770679
