rows,actual_variance,prediction_variance,variance_explained_ratio,mape,r2,attribute_sensitivity_avg_abs_diff,note
1753,60877971.990728855,28613719.29929662,0.4700176166126924,0.10206599513958572,0.5068484438290648,4695.800547872001,
