rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,slice
1753,0.4833413112579207,0.49007575701713624,0.10480543341622237,0.08179879948147534,4103.294950962178,3102.9249808718596,all_rows
1752,0.4841082880644815,0.4918243081411591,0.10448708583737437,0.08179185272775696,4097.128233576851,3099.7987180014243,score_lt_25
1753,0.4833413112579207,0.49007575701713624,0.10480543341622237,0.08179879948147534,4103.294950962178,3102.9249808718596,score_lt_45
