site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.4365706634909687,0.4365706634909687,10446.511681290089,10446.511681290089,23928.57,34375.08168129009
,7,0.11458160879586829,0.10095287273855919,5226.156810049366,3568.56694597569,44523.14,41428.67479035713
Evet,639,0.11327069372608681,0.08987021853246645,4597.297086226937,3552.3421469282184,40789.81549295775,40267.60653276943
Hayır,1106,0.09955272112351382,0.07740287571418991,3805.039422772195,2861.9466779876366,37929.744683544304,37593.57006347118
