basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
1753,0.5167525116104978,0.01698005489903394,0.3793496862521392,0.49286936679977184,0.18254420992584142,0.6320593268682259,premium_target_stats,disabled
