site_project_id,n,mean_actual,mean_pred,mean_residual
panorama_3,1,68780.49,42726.84908821853,-26053.640911781476
yuvacik_pasadagi_mh,1,57241.38,36203.69813201783,-21037.681867982166
temizel_tepe_loft,1,52777.78,34051.35618450341,-18726.423815496586
vistapark,1,60000.0,41894.30373657952,-18105.696263420483
semt_bahcecik,1,61111.11,44071.30123959463,-17039.808760405373
merkezde_essiz_bir,1,56666.67,40806.14960157346,-15860.520398426539
yuvacikta,1,57500.0,41868.90885311179,-15631.091146888211
akven_armoni_teras,1,51415.09,36711.524779087675,-14703.565220912322
erenoglu_gm_den,1,60185.19,46028.67654688652,-14156.513453113483
panoramakent_3,1,54166.67,40647.6572090337,-13519.012790966299
pasadag_mh_de_konsept_talha_park,1,41807.91,30293.26252200706,-11514.647477992945
orka_life,3,56599.920000000006,45131.659683711645,-11468.260316288359
kolayli_kullar,1,48333.33,37183.32887411909,-11150.00112588091
kolayli,1,50000.0,39169.36152228562,-10830.638477714383
yagmurkent,1,57692.31,47270.511834905294,-10421.798165094704
ustgrup_lifeside,3,54816.92999999999,44542.51767723522,-10274.41232276477
ara,1,55312.5,45088.74225003108,-10223.757749968921
seymen,1,55714.29,45646.12224803731,-10068.16775196269
zeray_korupark,6,49349.613333333335,39408.974450145586,-9940.638883187748
cb_mahall_den_pasadag_da,1,42857.14,33167.39001245463,-9689.749987545372
bulvar,2,51688.655,42538.67960908939,-9149.975390910604
anatolia,1,45112.78,36281.420123041855,-8831.359876958144
panoramakent_4,3,51607.69,42860.62224397232,-8747.067756027682
bahama_insaat,1,48913.04,40332.29839472122,-8580.741605278781
basiskele_de_asev_muhit,1,53333.33,45468.55769572086,-7864.77230427914
egimsiz,2,55861.245,48045.95855675051,-7815.2864432494935
kolayli_karsiyaka,1,42424.24,34847.84496335496,-7576.395036645037
garden,1,40882.35,33458.49102637482,-7423.8589736251815
asrin,3,43359.79,36158.841894262354,-7200.948105737644
vadi,1,41842.11,34707.79945365719,-7134.310546342807
parla_100_yil,3,49074.073333333334,42071.092597806135,-7002.980735527201
rozna,1,48588.79,41818.57346696852,-6770.216533031482
villa_liva,2,50576.925,43832.125014908306,-6744.7999850917
manar_yuvacik_2,1,44636.02,37918.032372631445,-6717.987627368551
altinkent_kalici_konutlari_7_ada,1,34782.61,28265.590233113035,-6517.019766886966
teras_marmara,4,44314.6625,37955.31763950174,-6359.344860498255
basiskele_fatih,1,43062.5,36708.185635223505,-6354.3143647764955
twinkle_life,3,47867.42333333333,41645.67734143745,-6221.745991895885
yuvacik_eksioglu_metsan,1,54597.7,48900.17466082296,-5697.525339177038
dongel_de,1,40740.74,35075.91477961659,-5664.825220383405
bahcecik_kalici_konutlar,1,35000.0,29433.173669639604,-5566.826330360396
lotus,2,53273.81,47820.597101665095,-5453.212898334903
yonca_evleri_2,1,41666.67,36388.88657493008,-5277.783425069916
oksijen_konaklari,3,43522.72666666666,38363.14707258153,-5159.579594085136
royal_life,3,50745.386666666665,45589.9680496905,-5155.418616976167
tinaztepede,1,48843.28,43729.712004722765,-5113.567995277233
havuzlu,1,55625.0,50531.574018603395,-5093.4259813966055
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,39300.57305297474,-4985.136947025261
loca_torunoglu,1,45588.24,40735.004018320134,-4853.2359816798635
yesilyurt_mah_durupark,1,48058.25,43413.65149481148,-4644.598505188522
secret_garden,2,42666.665,38035.14726628016,-4631.51773371984
yuz_yapi_dan_deniz_ve_vadi,1,43421.05,38886.545035989504,-4534.504964010499
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,45758.57747471717,-4241.422525282833
oluklu_life,4,40669.265,36550.57808496314,-4118.686915036855
dlux,1,43225.81,39118.4593139383,-4107.350686061698
mahall_yuvacik_2,3,43727.6,39873.04821389905,-3854.5517861009503
manar_terrace,2,40307.92,36571.01070038229,-3736.909299617706
vira,1,35348.84,31780.273054024306,-3568.56694597569
erguvan_konaklari,2,38013.89,34479.39429742165,-3534.495702578355
marmara_elit_yapi_kooperatifi,1,40347.83,36818.480259891556,-3529.349740108446
pera_park,1,38518.52,35107.29737762867,-3411.2226223713296
