county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,1753,0.4833413112579207,0.49007575701713624,0.10480543341622237,0.08179879948147534,4103.294950962178,3102.9249808718596
