building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,10,0.23456936570769008,0.1649336546443299,5850.079733171444,4319.429579012985,27798.147999999997,32372.37118614168
5,78,0.13079639738532114,0.09858566441607534,5479.000334400647,3839.4502255199586,40935.52205128205,39704.55693070378
2,75,0.12471488694152666,0.10442880279872618,4842.4586563693065,3984.451954294811,38866.780133333334,39037.233536463995
6-10 arası,290,0.11756145557159199,0.09478069041328865,4510.657557343142,3421.1040805936464,38286.78617241379,37939.86958217627
1,91,0.1160090271160303,0.0880858651748201,4659.997696635803,3736.4935449433106,40740.32582417582,40265.84678181295
missing,7,0.11458160879586829,0.10095287273855919,5226.156810049366,3568.56694597569,44523.14,41428.67479035713
16-20 arası,17,0.11148343046675652,0.07953604172691633,3887.673560408289,2764.144691110545,35631.04588235294,37306.83525322047
26-30 arası,19,0.11083052261313754,0.0755810369700559,3596.103549462021,2510.8725203302492,32685.493684210527,33550.79980950575
4,47,0.11011130382992086,0.07993466903641798,4447.614743776191,2746.827562393839,38920.92212765958,38208.868781582896
0 (Yapım Aşamasında),77,0.1095944218205961,0.09383078743630316,4399.9066598835,3683.5888551724784,40622.71142857143,40533.76253139662
11-15 arası,127,0.10625005950731232,0.08637458051176093,3679.3259051938026,2920.2357039312556,36015.66559055118,36049.03937662849
3,50,0.10013698231920508,0.08573911559768287,4047.623197281099,3605.4294937064988,39987.1914,39074.147944382275
0 (Oturuma Hazır),843,0.09290004062544577,0.06929782227544164,3750.347392785456,2720.5862819940594,39607.340818505334,38998.81852775441
21-25 arası,22,0.08820181052652182,0.06642330420658848,2811.3509556036884,1936.2464001962544,31640.829545454544,33277.312834895005
