county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3419.44768300807,0.10636180487200882,1.0
Gölcük,8,1819.980022959589,0.056132186261678874,0.875
Karamürsel,8,1819.980022959589,0.056132186261678874,0.875
İzmit,8,1819.9800229595871,0.05613218626167882,0.875
