model_scope,county,feature,importance,rank
gradient_boosting,,num__detail_effect_inside_mean,0.014255817526462022,1
gradient_boosting,,num__detail_effect_total_mean,0.011300786427075975,2
gradient_boosting,,num__detail_effect_outside_mean,0.007638326908934402,3
gradient_boosting,,num__detail_effect_inside_sum,0.006860360488295047,4
gradient_boosting,,num__detail_effect_front_sum,0.006603300849851641,5
gradient_boosting,,num__detail_effect_front_mean,0.0065316213428324825,6
gradient_boosting,,num__detail_effect_inside_x_attr_quality,0.006328122857734688,7
extra_trees,,num__detail_effect_subtype_sum,0.005435412691626542,8
gradient_boosting,,num__detail_effect_total_x_attr_quality,0.004974285267764386,9
extra_trees,,num__detail_effect_subtype_mean,0.004790294934657519,10
extra_trees,,num__detail_effect_inside_x_attr_quality,0.004596650472596246,11
extra_trees,,num__detail_effect_total_mean,0.004271241940574541,12
gradient_boosting,,num__detail_effect_subtype_sum,0.004156116536605224,13
extra_trees,,num__detail_effect_inside_sum,0.004118800302244419,14
extra_trees,,num__detail_effect_inside_mean,0.004109646146996748,15
gradient_boosting,,num__detail_effect_subtype_mean,0.0038450815881858986,16
extra_trees,,num__detail_effect_total_x_attr_quality,0.003371310716349391,17
gradient_boosting,,num__detail_effect_nearby_mean,0.0028920725520566806,18
extra_trees,,num__detail_effect_front_sum,0.002877575715408825,19
extra_trees,,num__detail_effect_district_total_sum,0.0028642406945478286,20
extra_trees,,num__detail_effect_county_total_sum,0.0028523292271594156,21
extra_trees,,num__detail_effect_front_mean,0.0028176309241252917,22
gradient_boosting,,num__detail_effect_used_count,0.002800572978920502,23
extra_trees,,num__detail_effect_total_sum,0.0025831227020128825,24
extra_trees,,num__detail_effect_outside_mean,0.0025501128015398542,25
gradient_boosting,,num__detail_effect_nearby_sum,0.00252872587385293,26
extra_trees,,num__detail_effect_negative_count,0.002258411004608609,27
gradient_boosting,,num__detail_effect_view_mean,0.0020670415470553627,28
extra_trees,,num__detail_effect_view_mean,0.0020576701778140497,29
extra_trees,,num__detail_effect_nearby_mean,0.00202407800937622,30
extra_trees,,num__detail_effect_nearby_sum,0.001984777689334958,31
extra_trees,,num__detail_effect_view_sum,0.0019519225432036958,32
extra_trees,,num__detail_effect_transport_mean,0.0018508318597405481,33
extra_trees,,num__detail_effect_outside_x_attr_quality,0.0018490330668898256,34
gradient_boosting,,num__detail_effect_total_abs_sum,0.0018261696126149125,35
extra_trees,,num__detail_effect_outside_sum,0.0018123313277299752,36
extra_trees,,num__location_quality_x_detail_effect_total,0.0017755439085948687,37
extra_trees,,num__detail_effect_positive_count,0.0017386010470912987,38
gradient_boosting,,num__detail_effect_view_x_location_baseline,0.0017239414500614027,39
extra_trees,,num__detail_effect_total_abs_sum,0.001636828712491353,40
extra_trees,,num__detail_effect_transport_sum,0.0016220637662479158,41
extra_trees,,num__detail_effect_view_x_location_baseline,0.0016219126315399042,42
extra_trees,,num__detail_effect_level_code,0.0015433398913673798,43
extra_trees,,num__detail_effect_used_count,0.0014959035086483704,44
gradient_boosting,,num__detail_effect_outside_sum,0.001364237429493942,45
gradient_boosting,,num__location_quality_x_detail_effect_total,0.0012446159786852029,46
gradient_boosting,,num__detail_effect_negative_count,0.0012206190270320633,47
gradient_boosting,,num__detail_effect_transport_mean,0.0010625404588194198,48
gradient_boosting,,num__detail_effect_outside_x_attr_quality,0.0010504694342215626,49
gradient_boosting,,num__detail_effect_total_sum,0.0006571216703675094,50
gradient_boosting,,num__detail_effect_view_sum,0.0005713436616425426,51
gradient_boosting,,num__detail_effect_transport_sum,0.000444378850242718,52
gradient_boosting,,num__detail_effect_positive_count,0.0003806279540861695,53
gradient_boosting,,num__detail_effect_level_code,0.00033193812932994133,54
gradient_boosting,,num__detail_effect_district_total_sum,0.0002567538178579293,55
gradient_boosting,,num__detail_effect_county_total_sum,0.0001211646463420113,56
