is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.09805566170120299,4035.4792146268937,40602.88449458484,40113.64067319034
1,645,0.11640039009876728,4219.790820511778,36221.06085271318,35950.311634042926
