feature,importance
num__basiskele_detail_group_bucket_median,0.14183230242530875
num__district_m2_group_target_median,0.06826786131969778
num__attr_total_quality_score,0.05952331619667259
num__attr_quality_x_county_income,0.03486310714950283
num__attr_m2_per_room,0.02115006991732823
num__site_project_oof_residual_mean,0.01687576484048857
num__site_project_oof_price_level,0.016078720964510667
num__detail_effect_inside_mean,0.014620726920346452
cat__elevator_Yok,0.011454063597655311
num__detail_effect_total_mean,0.010608358475149682
num__attr_effect_elevator,0.008998868936329958
num__basiskele_detail_subtype_premium_signal,0.008539907475493571
num__basiskele_district_premium_bucket_mean,0.008442561366647642
num__basiskele_premium_x_location_baseline,0.008363881879448302
num__detail_effect_subtype_sum,0.0082316270849906
num__total_floors,0.0081705670037956
num__attr_has_elevator,0.00799408732693451
num__estimated_monthly_rent_gross,0.00786161611336638
num__attr_quality_x_location_baseline,0.0075341052248906306
num__attr_effect_total_quality_bucket,0.007256565896395291
num__known_premium_x_district_code,0.007169663778377779
num__detail_effect_front_mean,0.006994506148265557
num__location_baseline_m2,0.006992521595836113
num__bearing_from_district_centroid_sin,0.006937913920983066
num__district_room_count_target_median,0.006690293042631062
num__detail_effect_front_sum,0.006572968542043227
cat__elevator_Var,0.006371560653882977
cat__site_id_bucket_x_district_b1__yesilyurt mh.,0.00614496989709371
num__net_gross_ratio,0.005460285027015298
num__sat_ndvi_mean_250m,0.005170780050382032
num__attr_net_gross_ratio,0.00515794162048795
num__detail_effect_county_total_sum,0.004830225370172355
num__sat_ndbi_mean_250m,0.004738905837224454
num__detail_effect_outside_sum,0.004659476426242972
num__detail_effect_total_x_attr_quality,0.004484982685151471
num__net_m2,0.0044837600304741525
cat__floor_segment_Zemin/Giriş,0.004371814778125748
num__basiskele_lat_lon_interaction,0.004338357652276299
num__basiskele_premium_x_detail_view,0.004248308218930391
num__location_baseline_log,0.004229852980414413
num__location_baseline_vs_trend,0.004168258253403725
num__basiskele_detail_outside_premium_signal,0.00413038011760477
num__distance_to_district_centroid_m,0.004110329527997065
num__basiskele_district_premium_bucket_median,0.004076105843415607
num__dues,0.004072625474765253
num__attr_quality_x_demo_income,0.004046303729742588
num__detail_effect_inside_x_attr_quality,0.003983378724485735
num__bearing_from_district_centroid_cos,0.003974878481742414
num__gross_m2,0.003960877247769976
num__basiskele_detail_inside_premium_signal,0.0039008835064993997
