building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.1847655266972028,0.10807569305054059,4649.377661879007,3155.2801206472413,28095.89875,31672.59453300773
26-30 arası,17,0.14510350924873866,0.11649621254071112,4361.058553057498,3342.934541393857,31985.22,33135.99530560581
16-20 arası,11,0.13675866991669944,0.08936008227785368,5597.819003045025,2611.171305023061,36433.91818181818,34821.08203898665
4,17,0.125850662505842,0.08011818046446188,5409.829903500062,3214.6546023549745,40888.98941176471,40320.97008782553
2,32,0.1246820980597721,0.0826013323183605,5281.123646165592,3299.1916846564927,40643.1028125,39902.562633432295
6-10 arası,162,0.12263819523061543,0.10935066822088427,4853.884775975108,4383.530534494461,39996.49635802469,39910.547706524485
5,44,0.11597992040463657,0.09460503141107655,5069.3232826826215,3875.9058221158375,43515.34159090909,42388.17922125532
0 (Yapım Aşamasında),77,0.11145197822105561,0.08745426545633087,4548.659144511584,3430.435027043168,40720.08974025974,40575.46273276425
3,28,0.11098968570755766,0.09958581267760727,4707.233142649094,4269.800894189633,43420.55678571429,42105.20492306677
11-15 arası,79,0.10386474332497082,0.0834729579013108,3863.41891676692,3234.2512159462567,37421.28367088608,37356.6486115486
0 (Oturuma Hazır),402,0.0997765466466848,0.08336293016796942,4256.445466039984,3452.1129184631573,41899.01303482587,41174.97358083416
1,48,0.09624277960047738,0.07941992995698949,4047.6366695569545,2941.483336133111,42562.75770833334,41766.86883459253
21-25 arası,16,0.06157984783157805,0.038922057312591726,1929.5279776056552,1197.7776154834992,31237.335625,31866.388898850313
missing,3,0.04049415832941523,0.041197728587615126,1734.3582331438326,2059.8864293807565,44908.426666666666,43362.726684360554
