building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,405,0.157425586279765,0.13553405499276597,4176.995235488314,3285.0660672622616,26618.7592345679,26613.979603548523
26-30 arası,292,0.15329664218803696,0.12207585058281552,4293.2206637058525,3463.2540186773713,28180.769143835616,28006.530265600628
21-25 arası,151,0.14069686722693245,0.09612160642759955,4546.969665590743,3220.6900576639746,33959.02662251656,34034.02813183173
3,72,0.13817756792395386,0.10191450263815184,6286.405680163592,4490.178252162645,44041.04027777778,42713.507053045745
16-20 arası,105,0.13809158506146746,0.11926184057456299,5108.935811261582,3778.3078134963143,36803.35742857143,36405.838823730155
5,100,0.13186168881174679,0.10518083541712256,5841.03000504245,4079.254013495196,42499.8612,40591.52460975814
4,49,0.13018868246295212,0.09547649621807475,5677.451426045956,3860.1869765634256,43560.945918367346,43297.38127347822
6-10 arası,459,0.1258387178229699,0.10757607543715215,5195.450943598459,4419.014355884465,41174.443485838776,40800.55421106712
11-15 arası,392,0.11933157948789999,0.09850305674136955,4777.251991115933,3852.2151550727795,41219.748341836734,41051.52037817146
2,66,0.11897290498460981,0.0848639789113863,5144.272265407177,3588.147473328536,43686.86166666667,42853.2365128436
1,91,0.11607684905975886,0.07276715362610406,4866.529811076882,3146.7960729431434,43468.49593406593,42897.99497252467
0 (Yapım Aşamasında),180,0.11497208745924493,0.09024486372143925,5432.73205804366,4083.865473088066,45680.97627777778,44478.44193854073
0 (Oturuma Hazır),593,0.10768549016525196,0.08485529415411973,4762.134138906807,3525.969168353251,43555.756644182125,42858.60966409378
missing,3,0.0739938078294969,0.08160749844628461,3327.267457494529,3147.7179137959756,44908.426666666666,43058.05515652415
