basiskele_rows,premium_score_mean,premium_score_std,high_bucket_share,low_bucket_share,pool_share,view_share,specialist_mode,variance_lift_status
856,0.5178862784059264,0.017591835551971566,0.3037383177570093,0.45560747663551404,0.20093457943925233,0.602803738317757,premium_target_stats,rejected_no_lift
