county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
İzmit,1329,0.6720347634295867,0.6881039890436282,0.13918398525644732,0.11293796779880282,5421.253549792195,4139.8407211561935,ridge
İzmit,1329,0.6697613405977755,0.680263776581502,0.13945593321842673,0.11186692240193745,5392.236106113751,4101.086029705999,extra_trees
İzmit,1329,0.6569390928512511,0.6721822204499258,0.14267054461232537,0.11479081505814438,5545.306511836699,4196.631890984259,gradient_boosting
İzmit,1329,0.639726157210822,0.6489997828335314,0.14775604054898678,0.11829242698775848,5697.942887409791,4387.743376379272,random_forest
