feature,importance
num__basiskele_detail_group_bucket_median,0.13652829630615743
num__district_m2_group_target_median,0.07557675756865033
num__attr_total_quality_score,0.06094093009411652
num__attr_quality_x_county_income,0.025074589606208647
num__attr_m2_per_room,0.020850204037927866
num__known_project_x_district_code,0.014468645593036348
num__attr_quality_x_location_baseline,0.011955295494868285
num__detail_effect_total_mean,0.011295245092785091
num__basiskele_lat_lon_interaction,0.01093154307854257
num__detail_effect_inside_mean,0.010133077412648323
num__net_m2,0.008752932542231815
num__total_floors,0.008677879112640107
num__detail_effect_subtype_sum,0.00853367684359576
num__detail_effect_front_sum,0.008329786312586622
cat__elevator_Yok,0.008235548927870718
num__attr_effect_elevator,0.008212931724388202
num__premium_score_x_distance_to_coastline_inv,0.008189085452947486
num__basiskele_detail_subtype_premium_signal,0.008155739558085514
num__attr_effect_total_quality_bucket,0.007744553032298985
num__estimated_monthly_rent_gross,0.007587030227625227
num__attr_has_elevator,0.007452967016337685
num__detail_effect_county_total_sum,0.00732153138022372
num__basiskele_district_premium_bucket_mean,0.007283467296986651
cat__elevator_Var,0.007124286960313272
num__detail_effect_subtype_mean,0.006678182830288242
num__basiskele_detail_outside_premium_signal,0.006001260654400165
num__bearing_from_county_centroid_cos,0.005916965536347084
num__lat_centered_county,0.005887622367130682
num__detail_effect_front_mean,0.005813457602580058
num__detail_effect_outside_mean,0.005743250952382762
num__district_room_count_target_median,0.005720037622812173
num__bearing_from_district_centroid_sin,0.005554225643168605
num__location_baseline_log,0.005322131195331796
num__dues,0.005183959142582043
num__net_gross_ratio,0.005120810922259035
num__basiskele_district_premium_bucket_count,0.005089979967510706
cat__floor_segment_Zemin/Giriş,0.004949845125354405
num__bearing_from_district_centroid_cos,0.004903055124132655
num__detail_effect_outside_sum,0.004727260247772754
num__detail_effect_outside_x_attr_quality,0.00465240899552002
num__sea_view_x_distance_to_coastline_inv,0.00450783007732733
num__location_baseline_m2,0.004361263156521853
num__detail_effect_inside_x_attr_quality,0.0043416092890114074
num__text_luxury_signal,0.004019848095501967
num__attr_net_gross_ratio,0.003810806163658767
num__detail_effect_total_sum,0.0037727531102524675
num__location_baseline_level_code,0.0036169801577809564
num__attr_compactness_score,0.003610873670413985
num__attr_quality_x_district_median,0.0033952123425745433
num__lat,0.0033883956160253277
