county,district,test_name,base_prediction_tl_m2,variant_prediction_tl_m2,difference_tl_m2,difference_pct,expected_direction,passed_direction_check
İzmit,missing,new_vs_old,25368.638558101517,31588.625396374955,6219.9868382734385,0.2451841009925649,a > b,True
İzmit,missing,elevator,30066.94985859852,31082.059578530934,1015.109719932414,0.033761646083369304,a > b,True
İzmit,missing,site_inside,30066.94985859852,30717.69603927855,650.7461806800311,0.021643238963061338,a >= b,True
İzmit,missing,parking,30066.94985859852,30668.684248304628,601.7343897061073,0.020013150403881883,a > b,True
İzmit,missing,heating,29881.044371697455,30255.542441596026,374.498069898571,0.01253296455237976,a > b,True
İzmit,missing,floor,29469.081450030895,30066.94985859852,597.868408567625,0.02028798928060916,a > b,True
İzmit,missing,net_gross,29315.556921717744,30057.679156978546,742.122235260802,0.025314962879351546,a > b,True
İzmit,missing,total_quality,25936.799896040426,33773.59576472617,7836.795868685742,0.3021496830795277,a > b,True
Başiskele,Yeşilyurt Mh.,new_vs_old,32831.23654684672,39422.248554323596,6591.012007476878,0.20075430293562652,a > b,True
Başiskele,Yeşilyurt Mh.,elevator,37482.21280036549,38500.72443479457,1018.51163442908,0.027173199187939846,a > b,True
Başiskele,Yeşilyurt Mh.,site_inside,37482.21280036549,38502.590184286186,1020.3773839206988,0.02722297611817489,a >= b,True
Başiskele,Yeşilyurt Mh.,parking,37482.21280036549,37702.31178609155,220.0989857260647,0.005872091567761403,a > b,True
Başiskele,Yeşilyurt Mh.,heating,36381.43083757373,37585.782131154665,1204.351293580934,0.03310346145971569,a > b,True
Başiskele,Yeşilyurt Mh.,floor,35184.45770577614,37482.21280036549,2297.7550945893454,0.06530596872641663,a > b,True
Başiskele,Yeşilyurt Mh.,net_gross,36282.39621127364,37475.3054824943,1192.909271220662,0.03287845886127009,a > b,True
Başiskele,Yeşilyurt Mh.,total_quality,34765.02525742902,43043.7654335213,8278.74017609228,0.23813416256106923,a > b,True
Gölcük,missing,new_vs_old,25368.638558101517,31588.625396374955,6219.9868382734385,0.2451841009925649,a > b,True
Gölcük,missing,elevator,30066.94985859852,31082.059578530934,1015.109719932414,0.033761646083369304,a > b,True
Gölcük,missing,site_inside,30066.94985859852,30717.69603927855,650.7461806800311,0.021643238963061338,a >= b,True
Gölcük,missing,parking,30066.94985859852,30668.684248304628,601.7343897061073,0.020013150403881883,a > b,True
Gölcük,missing,heating,29881.044371697455,30255.542441596026,374.498069898571,0.01253296455237976,a > b,True
Gölcük,missing,floor,29469.081450030884,30066.94985859852,597.8684085676359,0.02028798928060954,a > b,True
Gölcük,missing,net_gross,29315.556921717744,30057.679156978546,742.122235260802,0.025314962879351546,a > b,True
Gölcük,missing,total_quality,25936.799896040426,33773.59576472618,7836.795868685756,0.3021496830795283,a > b,True
Karamürsel,missing,new_vs_old,25368.638558101517,31588.625396374955,6219.9868382734385,0.2451841009925649,a > b,True
Karamürsel,missing,elevator,30066.94985859852,31082.059578530934,1015.109719932414,0.033761646083369304,a > b,True
Karamürsel,missing,site_inside,30066.94985859852,30717.69603927855,650.7461806800311,0.021643238963061338,a >= b,True
Karamürsel,missing,parking,30066.94985859852,30668.684248304628,601.7343897061073,0.020013150403881883,a > b,True
Karamürsel,missing,heating,29881.044371697455,30255.542441596026,374.498069898571,0.01253296455237976,a > b,True
Karamürsel,missing,floor,29469.081450030884,30066.94985859852,597.8684085676359,0.02028798928060954,a > b,True
Karamürsel,missing,net_gross,29315.556921717744,30057.679156978546,742.122235260802,0.025314962879351546,a > b,True
Karamürsel,missing,total_quality,25936.799896040426,33773.59576472618,7836.795868685756,0.3021496830795283,a > b,True
