building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,8,0.22645632414961087,0.20138824624811824,5745.951549218855,5475.564294095258,28095.89875,33767.6291095738
16-20 arası,11,0.14323810535059336,0.08740907452177919,5797.25539843619,3248.445376707532,36433.91818181818,35529.33111473639
5,43,0.131202333323547,0.10367818894336975,5788.551298592966,4677.038186025136,43811.04720930233,42379.29903061242
4,17,0.12189703341161913,0.09430437928296018,5085.077118292655,3336.9246252634184,40888.98941176471,40643.042582415146
2,30,0.12009144056019064,0.08210428298572311,5096.071825363817,3063.869031858063,41055.965,40291.00901234432
6-10 arası,158,0.11809115738110322,0.09699173780457587,4751.02826258943,4315.856586447499,40460.17386075949,40360.36361649777
26-30 arası,16,0.1132723113169309,0.09638412954899976,3433.110097051139,3020.342275438048,32057.213125000002,33126.38944378774
0 (Yapım Aşamasında),78,0.10851615023494245,0.0875360199890951,4518.099825366211,3455.909986336472,41159.575769230774,40763.22242459371
3,26,0.10121019298733978,0.08403251856443357,4415.169607967298,3904.350294763939,43607.786538461536,42167.9563329754
0 (Oturuma Hazır),388,0.1006064647989778,0.07909244443963023,4319.861782145926,3296.986200728654,42164.376211340204,41532.68827562138
11-15 arası,78,0.09696734814960355,0.09287965122903376,3641.8098576113744,3474.121861826252,37469.194871794876,37353.124718147126
1,47,0.09588673144306961,0.06657810645388688,4073.577542308076,2792.473143702213,42601.52404255319,41637.35493998334
missing,3,0.08160841546483512,0.10136773541256931,3584.505566788003,4761.321357341782,44908.426666666666,41323.921099878666
21-25 arası,16,0.07734928587157554,0.07729713081304938,2403.1029069030437,2328.000947446875,31237.335625,32644.272206763457
