room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
4.5+1,2,0.3463558236849039,0.3463558236849039,12104.749413015166,12104.749413015166,34219.0,46323.74941301516
6+1,1,0.3396160509831762,0.3396160509831762,17924.181223258856,17924.181223258856,52777.78,34853.59877674114
5+1,6,0.16368950349838576,0.15390199560843923,6618.607431394271,5388.589859970303,36316.30333333334,35176.15138069171
3.5+1,2,0.16242636012526726,0.16242636012526726,10734.983103552331,10734.983103552331,61497.96,50762.97689644767
4+1,80,0.1325986701211979,0.10757242260949473,5283.202771136984,3971.297852596046,38162.069875,37001.85995655163
1+1,40,0.1213315131972313,0.11010840485985657,6288.056876595161,5461.79592409408,49987.860499999995,47548.34079481588
3+1,400,0.11590487849170707,0.09374335716628794,4528.165595352324,3817.107218939542,39217.910575,39109.89849454271
2+1,384,0.08979936706133744,0.07537273122806822,3839.56841275732,3124.9584195494463,42310.314427083336,41926.71575795124
3+2,1,0.08782634949408197,0.08782634949408197,3185.251791175062,3185.251791175062,36267.61,33082.35820882494
2+2,1,0.07718406198573317,0.07718406198573317,3272.6042281950868,3272.6042281950868,42400.0,39127.39577180491
2.5+1,1,0.03934482939491999,0.03934482939491999,1691.8276639815595,1691.8276639815595,43000.0,44691.82766398156
4+2,1,0.008563982597123234,0.008563982597123234,296.8847585802141,296.8847585802141,34666.67,34369.785241419784
