county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,1753,0.1049987364782789,0.08262332088323536,4111.470767814107,3118.3035800605576,38990.633354249854,38578.71090765273
