building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,10,0.23531110953002368,0.16557541828388483,5859.874043365758,4335.040616525679,27798.147999999997,32381.2364873916
5,78,0.1305076245120314,0.09710552223284102,5472.0051514445095,3798.9019018759464,40935.52205128205,39683.94477102781
2,75,0.12459180256694301,0.10500614428244806,4839.0058083328795,3924.7871135823807,38866.780133333334,39064.232176020516
6-10 arası,290,0.11776346615717416,0.0947198534274877,4519.691186522181,3455.492979094932,38286.78617241379,37931.741992315605
1,91,0.11651243478841003,0.08604714140959421,4680.374425503721,3988.5460062857237,40740.32582417582,40284.75625580847
missing,7,0.11489186895911238,0.10441792322228809,5234.39690139433,3691.052461116946,44523.14,41467.798035872394
26-30 arası,19,0.11168695326330283,0.07848726905196925,3624.75691833501,2485.4304482699226,32685.493684210527,33631.48171420137
16-20 arası,17,0.11167783701681527,0.07685749135962484,3905.1866768697546,2671.056065917932,35631.04588235294,37260.80977306395
0 (Yapım Aşamasında),77,0.11026539933900535,0.09050700106761195,4429.714453185136,3649.528377834511,40622.71142857143,40534.45327919062
4,47,0.11001961472673774,0.08124401641007996,4447.2946729050545,2814.2368205896273,38920.92212765958,38188.21745122183
11-15 arası,127,0.10678477061687616,0.08750964728584264,3702.869935632677,3062.8376550044923,36015.66559055118,36029.89827980194
3,50,0.09899520119390508,0.08007758965633226,3999.611894480079,3420.8287109946396,39987.1914,39091.30077700667
0 (Oturuma Hazır),843,0.0931034567579137,0.07035188346437568,3758.2635268624813,2750.141196737197,39607.340818505334,38994.59243366638
21-25 arası,22,0.08853823886888243,0.06682682151944452,2816.8970824288017,1947.5066862351487,31640.829545454544,33267.07200979321
