m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,100,0.14436702780340335,0.1041752421680957,5214.94946157538,3896.744216738807,36296.8652,36308.74955347459
0-75,47,0.12578038142485856,0.11965345548329746,6605.951410991546,5726.272170547934,51021.8114893617,48434.42957926084
151-200,439,0.11195351872687703,0.09384261291300158,4075.0280418363745,3285.8199567705014,36219.63845102506,35708.74285698228
126-150,490,0.10167970544393949,0.07736167367556715,3873.895449164408,2940.9546168494817,37986.10510204082,37825.156121007625
101-125,385,0.09849384555857305,0.07633956474576445,3892.9437798558306,2713.5423864892364,39320.6125974026,39086.43046639525
76-100,292,0.09186172400833642,0.07105571362907298,4073.6443760368707,3008.517779711481,43393.219109589045,42679.61209750475
